group,config,description,frames,gpu_ms_p95,fps,cpu_ms,gpu_ms,psnr_reproj,ssim_reproj,psnr_direct,ssim_direct,psnr_upscale,ssim_upscale,tstab_upscale,tstab_ref,epe_px,epe_px_median,epe_px_p95,epe_within1_pct,epe_within2_pct,psnr_fg,psnr_fg_min,ssim_fg,psnr_blend,ssim_blend,psnr_hud,ssim_hud,psnr_hud_blend
flow-ablation,flow-statistic-1,rez: statistika srednja,104,2.791,370.5,3.5105,2.6993,,,,,,,,,7.1697,1.3585,33.4999,62.4781,86.1322,,,,,,,,
flow-ablation,flow-statistic-2,rez: statistika medijan,104,2.788,370.7,3.4640,2.6973,,,,,,,,,7.1697,1.3585,33.4999,62.4781,86.1322,,,,,,,,
flow-speed,flow-speed-00000001,mirna kamera,60,2.729,369.2,3.5374,2.7087,,,,,,,,,0.0001,0.0001,0.0002,100.0000,100.0000,,,,,,,,
flow-speed,flow-speed-00083333,120 fps,120,2.788,372.2,3.2861,2.6867,,,,,,,,,2.8190,1.4892,7.6222,65.7430,89.0408,,,,,,,,
flow-speed,flow-speed-00166667,60 fps,60,2.794,369.6,3.4760,2.7055,,,,,,,,,11.6251,3.6586,36.8074,56.8597,80.1601,,,,,,,,
flow-speed,flow-speed-00333333,30 fps,30,2.807,370.9,3.7631,2.6961,,,,,,,,,35.7872,8.8343,106.7226,47.4845,70.3660,,,,,,,,
fg,fg-1080p-q,"1080p, render 1280x720, FSR",104,4.764,215.4,16.5741,4.6435,,,,,,,,,,,,,,35.0024,27.5623,0.9443,26.1057,0.6775,,,
fg,fg-1080p-native,1080p native (FSR 1.0x),104,6.857,149.6,20.7786,6.6836,,,,,,,,,,,,,,36.4980,27.8765,0.9628,26.1423,0.6814,,,
fg,fg-1080p-p,"1080p, render 960x540, FSR",104,3.880,261.3,16.2671,3.8264,,,,,,,,,,,,,,33.5476,27.3988,0.9166,26.1632,0.6817,,,
fg,fg-720p-q,"1280x720, render 854x480, FSR",104,2.349,428.3,9.5738,2.3347,,,,,,,,,,,,,,33.9504,27.4283,0.9293,26.6691,0.6982,,,
fg-ablation,fg-default,Sve zadano,104,4.760,215.4,16.5045,4.6434,,,,,,,,,,,,,,35.0024,27.5623,0.9443,26.1057,0.6775,,,
fg-ablation,fg-game-only,samo game vektori,104,3.833,268.3,15.4805,3.7277,,,,,,,,,,,,,,34.8433,26.7142,0.9447,26.1057,0.6775,,,
fg-ablation,fg-flow-only,samo optical flow,104,4.174,245.8,15.9664,4.0691,,,,,,,,,,,,,,33.7565,25.8663,0.9263,26.1057,0.6775,,,
fg-ablation,fg-no-vectors,bez vektora (= blend),104,3.398,302.9,14.8798,3.3010,,,,,,,,,,,,,,26.1057,21.3899,0.6775,26.1057,0.6775,,,
fg-ablation,fg-no-masks,bez maski disokluzije,104,4.553,224.8,16.2680,4.4488,,,,,,,,,,,,,,34.9339,27.3812,0.9445,26.1057,0.6775,,,
fg-ablation,fg-no-dilate,bez dilatiranih vektora,104,4.788,214.2,16.4749,4.6691,,,,,,,,,,,,,,34.9844,27.6478,0.9444,26.1057,0.6775,,,
fg-ablation,fg-pick-nearest,piramida: najblizi umjesto pozadine,104,4.773,214.4,17.2182,4.6637,,,,,,,,,,,,,,34.9944,27.5743,0.9443,26.1057,0.6775,,,
fg-ablation,fg-color,s bojom u prioritetu scattera,104,5.134,199.3,16.7483,5.0186,,,,,,,,,,,,,,35.0030,27.5629,0.9443,26.1057,0.6775,,,
fg-ablation,fg-flow-bias-1,tezina toka uz game vektor 1,104,4.763,215.5,16.3831,4.6401,,,,,,,,,,,,,,34.8470,27.6000,0.9422,26.1057,0.6775,,,
fg-ablation,fg-flow-bias-05,tezina toka uz game vektor 0.5,104,4.755,215.5,16.4503,4.6413,,,,,,,,,,,,,,35.0024,27.5623,0.9443,26.1057,0.6775,,,
fg-ablation,fg-flow-bias-025,tezina toka uz game vektor 0.25,104,4.759,215.4,17.0972,4.6424,,,,,,,,,,,,,,35.0452,27.4338,0.9451,26.1057,0.6775,,,
fg-ablation,fg-flow-bias-01,tezina toka uz game vektor 0.1,104,4.763,215.1,16.3585,4.6482,,,,,,,,,,,,,,35.0216,27.2210,0.9452,26.1057,0.6775,,,
fg-ablation,fg-levels-1,1 razina piramide polja,104,4.596,222.8,16.2558,4.4893,,,,,,,,,,,,,,34.7149,27.9892,0.9419,26.1057,0.6775,,,
fg-ablation,fg-levels-3,3 razina piramide polja,104,4.756,216.3,16.4510,4.6236,,,,,,,,,,,,,,34.8358,27.6715,0.9432,26.1057,0.6775,,,
fg-ablation,fg-levels-5,5 razina piramide polja,104,4.755,215.8,16.8362,4.6331,,,,,,,,,,,,,,34.9434,27.5232,0.9439,26.1057,0.6775,,,
fg-ablation,fg-levels-7,7 razina piramide polja,104,4.770,215.6,16.3943,4.6387,,,,,,,,,,,,,,35.0024,27.5623,0.9443,26.1057,0.6775,,,
fg-ablation,fg-agree-0,ostrina slaganja boja 0,104,4.760,215.6,16.3228,4.6389,,,,,,,,,,,,,,34.8899,27.7579,0.9433,26.1057,0.6775,,,
fg-ablation,fg-agree-6,ostrina slaganja boja 6,104,4.767,215.4,16.4328,4.6431,,,,,,,,,,,,,,34.9775,27.7075,0.9439,26.1057,0.6775,,,
fg-ablation,fg-agree-24,ostrina slaganja boja 24,104,4.762,215.1,16.4293,4.6489,,,,,,,,,,,,,,35.0024,27.5623,0.9443,26.1057,0.6775,,,
fg-ablation,fg-agree-96,ostrina slaganja boja 96,104,4.766,215.4,16.5256,4.6424,,,,,,,,,,,,,,35.0163,27.6165,0.9446,26.1057,0.6775,,,
fg-ablation,fg-depth-0005,tolerancija dubine 0.005,104,4.752,215.4,16.4288,4.6416,,,,,,,,,,,,,,34.9900,27.5606,0.9442,26.1057,0.6775,,,
fg-ablation,fg-depth-002,tolerancija dubine 0.02,104,4.766,214.9,16.4450,4.6524,,,,,,,,,,,,,,35.0024,27.5623,0.9443,26.1057,0.6775,,,
fg-ablation,fg-depth-008,tolerancija dubine 0.08,104,4.764,215.5,16.3970,4.6397,,,,,,,,,,,,,,35.0141,27.5497,0.9443,26.1057,0.6775,,,
fg-ablation,fg-no-inpaint,bez inpaintinga slike (prolazi 8-9),104,4.529,226.7,16.4981,4.4110,,,,,,,,,,,,,,34.9772,27.5679,0.9442,26.1057,0.6775,,,
fg-ablation,fg-no-bounds,bez odbacivanja uzoraka izvan ekrana,104,4.774,215.0,16.4094,4.6518,,,,,,,,,,,,,,34.9708,27.6602,0.9439,26.1057,0.6775,,,
fg-ablation,fg-m7,kao M7: bez inpaintinga i provjere granica,104,4.528,227.0,16.2561,4.4062,,,,,,,,,,,,,,34.9431,27.5637,0.9438,26.1057,0.6775,,,
fg-ablation,fg-coverage-01,prag pokrivenosti inpaintinga 0.1,104,4.775,214.9,16.3096,4.6538,,,,,,,,,,,,,,35.0013,27.5468,0.9443,26.1057,0.6775,,,
fg-ablation,fg-coverage-03,prag pokrivenosti inpaintinga 0.3,104,4.768,215.1,17.1518,4.6488,,,,,,,,,,,,,,35.0024,27.5623,0.9443,26.1057,0.6775,,,
fg-ablation,fg-coverage-06,prag pokrivenosti inpaintinga 0.6,104,4.773,215.1,16.4543,4.6498,,,,,,,,,,,,,,34.9882,27.6076,0.9442,26.1057,0.6775,,,
fg-ablation,fg-proc-default,proceduralna scena: Sve zadano,104,3.791,265.3,11.6495,3.7692,,,,,,,,,,,,,,34.0634,33.7355,0.9708,31.6058,0.9475,,,
fg-ablation,fg-proc-game-only,proceduralna scena: samo game vektori,104,2.880,349.1,10.5277,2.8644,,,,,,,,,,,,,,33.6786,33.3446,0.9683,31.6058,0.9475,,,
fg-ablation,fg-proc-flow-only,proceduralna scena: samo optical flow,104,3.251,306.6,11.1038,3.2613,,,,,,,,,,,,,,33.5257,32.7928,0.9669,31.6058,0.9475,,,
fg-ablation,fg-proc-no-vectors,proceduralna scena: bez vektora (= blend),104,2.497,403.3,10.0438,2.4797,,,,,,,,,,,,,,31.6058,31.1291,0.9475,31.6058,0.9475,,,
fg-ablation,fg-proc-no-masks,proceduralna scena: bez maski disokluzije,104,3.605,278.8,11.9562,3.5874,,,,,,,,,,,,,,34.1047,33.7508,0.9710,31.6058,0.9475,,,
fg-ablation,fg-proc-pick-nearest,proceduralna scena: piramida: najblizi umjesto pozadine,104,3.789,265.4,11.7272,3.7678,,,,,,,,,,,,,,34.0645,33.7381,0.9708,31.6058,0.9475,,,
fg-ablation,fg-proc-color,proceduralna scena: s bojom u prioritetu scattera,104,4.152,241.4,12.0786,4.1420,,,,,,,,,,,,,,34.0634,33.7356,0.9708,31.6058,0.9475,,,
fg-ablation,fg-proc-no-inpaint,proceduralna scena: bez inpaintinga slike (prolazi 8-9),104,3.558,282.5,11.4935,3.5401,,,,,,,,,,,,,,34.0726,33.7307,0.9708,31.6058,0.9475,,,
fg-ablation,fg-proc-no-bounds,proceduralna scena: bez odbacivanja uzoraka izvan ekrana,104,3.790,265.3,11.7117,3.7687,,,,,,,,,,,,,,34.0624,33.7336,0.9708,31.6058,0.9475,,,
fg-ablation,fg-proc-m7,proceduralna scena: kao M7: bez inpaintinga i provjere granica,104,3.556,282.6,11.4751,3.5385,,,,,,,,,,,,,,34.0716,33.7287,0.9708,31.6058,0.9475,,,
fg-ablation,fg-proc-flow-bias-1,proceduralna scena: tezina toka uz game vektor 1,104,3.791,265.2,11.7056,3.7702,,,,,,,,,,,,,,34.0841,33.7285,0.9710,31.6058,0.9475,,,
fg-ablation,fg-proc-flow-bias-05,proceduralna scena: tezina toka uz game vektor 0.5,104,3.788,264.6,12.4805,3.7794,,,,,,,,,,,,,,34.0634,33.7355,0.9708,31.6058,0.9475,,,
fg-ablation,fg-proc-flow-bias-025,proceduralna scena: tezina toka uz game vektor 0.25,104,3.787,265.4,11.9811,3.7674,,,,,,,,,,,,,,34.0240,33.7096,0.9704,31.6058,0.9475,,,
fg-ablation,fg-proc-flow-bias-01,proceduralna scena: tezina toka uz game vektor 0.1,104,3.790,265.2,11.7131,3.7705,,,,,,,,,,,,,,33.9598,33.6309,0.9699,31.6058,0.9475,,,
fg-speed,fg-speed-00000001,mirna kamera,60,4.625,217.6,16.4547,4.5954,,,,,,,,,,,,,,40.1384,40.0223,0.9832,40.1444,0.9832,,,
fg-speed,fg-speed-00083333,120 fps,120,4.747,215.3,16.2945,4.6439,,,,,,,,,,,,,,35.9435,31.2298,0.9553,27.1731,0.7489,,,
fg-speed,fg-speed-00166667,60 fps,60,4.779,215.2,18.1476,4.6460,,,,,,,,,,,,,,34.6473,27.5976,0.9473,25.5578,0.6927,,,
fg-speed,fg-speed-00333333,30 fps,30,4.768,214.5,17.0673,4.6611,,,,,,,,,,,,,,32.8517,24.1101,0.9309,24.0612,0.6461,,,
fg-speed,fg-speed-00333333-m7,"30 fps, kao M7",30,4.594,223.6,16.8120,4.4732,,,,,,,,,,,,,,32.8014,24.0054,0.9299,24.0612,0.6461,,,
fg-speed,fg-speed-005,20 fps,20,4.852,217.0,16.9508,4.6090,,,,,,,,,,,,,,30.9532,20.2326,0.9122,23.0761,0.6186,,,
fg-speed,fg-speed-005-m7,"20 fps, kao M7",20,4.609,229.0,16.5169,4.3676,,,,,,,,,,,,,,31.0924,20.3290,0.9112,23.0761,0.6186,,,
fg-hud,fg-hud-composite,HUD nakon generiranja (kompozicija),104,4.854,210.9,19.5092,4.7425,,,,,,,,,,,,,,35.0431,27.5732,0.9450,26.2112,0.6869,52.0124,0.9979,39.6349
fg-hud,fg-hud-baked,HUD upečen prije generiranja,104,4.975,204.9,20.7352,4.8808,,,,,,,,,,,,,,30.6494,25.3374,0.9390,26.2112,0.6869,20.0204,0.8811,39.6350
fg-hud,fg-hud-baked-20fps,"HUD upečen, 20 fps",20,5.031,207.6,19.6178,4.8162,,,,,,,,,,,,,,26.7710,18.4192,0.8982,23.1753,0.6275,16.4268,0.7078,36.6116
fg-hud,fg-hud-composite-20fps,"HUD nakon generiranja, 20 fps",20,4.909,213.2,19.7051,4.6894,,,,,,,,,,,,,,31.0069,20.2363,0.9143,23.1753,0.6275,48.2556,0.9900,36.6116
fg-ml,fg-ml-1080p-q-heur,1080p Quality: heuristika,104,4.770,215.2,18.0490,4.6471,,,,,,,,,,,,,,35.0024,27.5623,0.9443,26.1057,0.6775,,,
fg-ml,fg-ml-1080p-q-net,1080p Quality: naucena mjesavina,104,7.601,133.9,21.5207,7.4699,,,,,,,,,,,,,,35.0978,27.6209,0.9458,26.1057,0.6775,,,
fg-ml,fg-ml-1080p-native-heur,1080p native: heuristika,104,7.529,146.7,21.7049,6.8175,,,,,,,,,,,,,,36.4980,27.8765,0.9628,26.1423,0.6814,,,
fg-ml,fg-ml-1080p-native-net,1080p native: naucena mjesavina,104,9.910,103.5,23.2208,9.6592,,,,,,,,,,,,,,36.6852,27.0955,0.9650,26.1423,0.6814,,,
fg-ml,fg-ml-1080p-p-heur,1080p Performance: heuristika,104,3.897,261.1,18.0880,3.8305,,,,,,,,,,,,,,33.5476,27.3988,0.9166,26.1632,0.6817,,,
fg-ml,fg-ml-1080p-p-net,1080p Performance: naucena mjesavina,104,6.605,152.7,20.8583,6.5477,,,,,,,,,,,,,,33.5767,27.3328,0.9176,26.1632,0.6817,,,
fg-ml,fg-ml-720p-q-heur,720p Quality: heuristika,104,2.392,418.6,12.8070,2.3887,,,,,,,,,,,,,,33.9504,27.4283,0.9293,26.6691,0.6982,,,
fg-ml,fg-ml-720p-q-net,720p Quality: naucena mjesavina,104,3.971,275.0,13.2369,3.6358,,,,,,,,,,,,,,33.9822,27.5712,0.9307,26.6691,0.6982,,,
fg-ml,fg-ml-proc-heur,proceduralna scena: heuristika,104,3.795,264.9,14.2865,3.7747,,,,,,,,,,,,,,34.0634,33.7355,0.9708,31.6058,0.9475,,,
fg-ml,fg-ml-proc-net,proceduralna scena: naucena mjesavina,104,6.539,153.6,17.3777,6.5113,,,,,,,,,,,,,,34.2643,33.8726,0.9722,31.6058,0.9475,,,
fg-ml,fg-ml-speed-120-heur,"Quality, 120 fps: heuristika",120,4.750,215.3,18.6282,4.6445,,,,,,,,,,,,,,35.9435,31.2298,0.9553,27.1731,0.7489,,,
fg-ml,fg-ml-speed-120-net,"Quality, 120 fps: naucena mjesavina",120,7.514,135.2,20.8681,7.3980,,,,,,,,,,,,,,36.0322,30.2788,0.9568,27.1731,0.7489,,,
fg-ml,fg-ml-speed-30-heur,"Quality, 30 fps: heuristika",30,5.643,210.8,18.3615,4.7433,,,,,,,,,,,,,,32.8517,24.1101,0.9309,24.0612,0.6461,,,
fg-ml,fg-ml-speed-30-net,"Quality, 30 fps: naucena mjesavina",30,9.709,130.3,22.2520,7.6757,,,,,,,,,,,,,,32.8312,23.7084,0.9337,24.0612,0.6461,,,
fg-ml,fg-ml-speed-20-heur,"Quality, 20 fps: heuristika",20,6.812,212.1,19.6376,4.7145,,,,,,,,,,,,,,30.9532,20.2326,0.9122,23.0761,0.6186,,,
fg-ml,fg-ml-speed-20-net,"Quality, 20 fps: naucena mjesavina",20,7.841,133.7,22.6074,7.4770,,,,,,,,,,,,,,31.1123,20.7110,0.9181,23.0761,0.6186,,,
fg-ml-models,fg-ml-blend-c12-c24-sponza,"blend-c12-c24, Sponza Quality",104,9.119,111.6,20.3886,8.9591,,,,,,,,,,,,,,35.1751,28.9178,0.9462,26.1057,0.6775,,,
fg-ml-models,fg-ml-blend-c12-c24-proc,"blend-c12-c24, proceduralna scena",104,8.088,124.4,15.8475,8.0413,,,,,,,,,,,,,,34.3560,33.9112,0.9729,31.6058,0.9475,,,
fg-ml-models,fg-ml-blend-c4-c8-sponza,"blend-c4-c8, Sponza Quality",104,6.431,159.1,18.7169,6.2847,,,,,,,,,,,,,,34.9078,25.2600,0.9455,26.1057,0.6775,,,
fg-ml-models,fg-ml-blend-c4-c8-proc,"blend-c4-c8, proceduralna scena",104,5.405,185.8,13.3223,5.3815,,,,,,,,,,,,,,34.1473,33.7036,0.9715,31.6058,0.9475,,,
fg-ml-models,fg-ml-blend-c8-c16-s2-sponza,"blend-c8-c16-s2, Sponza Quality",104,7.610,133.0,21.0727,7.5162,,,,,,,,,,,,,,35.2045,25.9861,0.9470,26.1057,0.6775,,,
fg-ml-models,fg-ml-blend-c8-c16-s2-proc,"blend-c8-c16-s2, proceduralna scena",104,6.542,153.1,17.3705,6.5315,,,,,,,,,,,,,,34.2737,33.8537,0.9724,31.6058,0.9475,,,
fg-ml-models,fg-ml-blend-c8-c16-s3-sponza,"blend-c8-c16-s3, Sponza Quality",104,8.228,132.9,21.6825,7.5255,,,,,,,,,,,,,,35.1337,25.6819,0.9466,26.1057,0.6775,,,
fg-ml-models,fg-ml-blend-c8-c16-s3-proc,"blend-c8-c16-s3, proceduralna scena",104,6.539,152.7,18.0492,6.5471,,,,,,,,,,,,,,34.3665,33.9338,0.9729,31.6058,0.9475,,,
fg-ml-models,fg-ml-blend-c8-c16-sponza-sponza,"blend-c8-c16-sponza, Sponza Quality",104,7.582,134.7,18.9079,7.4212,,,,,,,,,,,,,,35.0504,26.0112,0.9460,26.1057,0.6775,,,
fg-ml-models,fg-ml-blend-c8-c16-sponza-proc,"blend-c8-c16-sponza, proceduralna scena",104,6.537,153.6,14.4021,6.5090,,,,,,,,,,,,,,34.0462,33.5126,0.9707,31.6058,0.9475,,,
fg-ml-models,fg-ml-blend-c8-c16-sponza,"blend-c8-c16, Sponza Quality",104,7.651,134.0,21.0662,7.4650,,,,,,,,,,,,,,35.0978,27.6209,0.9458,26.1057,0.6775,,,
fg-ml-models,fg-ml-blend-c8-c16-proc,"blend-c8-c16, proceduralna scena",104,6.539,153.3,17.3071,6.5225,,,,,,,,,,,,,,34.2643,33.8726,0.9722,31.6058,0.9475,,,
