frame,time_s,cpu_ms,gpu_ms,psnr_reproj,ssim_reproj,psnr_direct,ssim_direct,coverage
16,0.283339,1.523200,0.035392,30.180436,0.960827,25.814053,0.894144,0.997841
17,0.300006,1.411800,0.035744,30.071735,0.960692,25.748467,0.893633,0.997840
18,0.316673,1.615900,0.035968,30.050887,0.960869,25.818046,0.895544,0.997838
19,0.333340,1.545800,0.035584,30.052883,0.961195,25.839340,0.895623,0.997834
20,0.350007,1.871500,0.036064,30.087372,0.960606,25.799406,0.895395,0.997834
21,0.366674,1.635200,0.036064,30.155316,0.961083,25.940335,0.897115,0.997828
22,0.383341,1.397800,0.036416,30.259794,0.961443,26.043651,0.898419,0.997824
23,0.400008,1.588800,0.036160,30.411354,0.962017,26.312323,0.900169,0.997822
24,0.416675,1.718700,0.036032,30.631444,0.962433,26.404257,0.900253,0.997822
25,0.433342,1.536300,0.036768,30.653884,0.962390,26.292339,0.900470,0.997828
26,0.450009,1.440500,0.036832,30.657251,0.962347,26.255761,0.899775,0.997828
27,0.466676,1.451000,0.036160,30.636333,0.961638,26.325142,0.899429,0.997828
28,0.483343,1.407900,0.036768,30.642293,0.962465,26.444408,0.900987,0.997832
29,0.500010,1.591400,0.036992,30.620688,0.962637,26.409556,0.900796,0.997851
30,0.516677,1.826700,0.036128,30.989157,0.964061,26.541067,0.902126,0.997868
31,0.533344,1.352600,0.037056,31.027983,0.963771,26.487538,0.900472,0.997865
32,0.550011,1.563800,0.036832,30.714927,0.963210,26.385315,0.900027,0.997857
33,0.566678,1.345700,0.035584,30.301100,0.962596,26.231499,0.899554,0.997857
34,0.583345,1.427300,0.035968,30.349411,0.961742,26.213413,0.897921,0.997857
35,0.600012,1.559500,0.035520,30.348378,0.962043,26.232792,0.898753,0.997851
36,0.616679,1.349900,0.036096,30.626699,0.963639,26.293254,0.898910,0.997847
37,0.633346,1.657800,0.035712,30.817750,0.963979,26.249014,0.898157,0.997845
38,0.650013,1.564700,0.035840,30.875449,0.964060,26.256255,0.897763,0.997843
39,0.666680,1.375500,0.036256,30.993199,0.964369,26.289247,0.898287,0.997840
40,0.683347,1.613700,0.300512,30.959026,0.964383,26.204668,0.896943,0.997840
41,0.700014,1.346500,0.035840,30.962381,0.964650,26.210811,0.897222,0.997849
42,0.716681,1.414800,0.035968,30.750287,0.963417,26.099101,0.895232,0.997853
43,0.733348,1.873100,0.035648,30.404377,0.963540,26.005975,0.895140,0.997845
44,0.750015,1.367900,0.035808,30.421864,0.963580,26.008408,0.894781,0.997845
45,0.766682,1.533500,0.035904,30.492163,0.963782,25.948033,0.894323,0.997843
46,0.783349,1.333500,0.035392,30.411558,0.962738,25.886166,0.893174,0.997840
47,0.800016,1.497300,0.036128,30.273432,0.961683,25.832465,0.892332,0.997838
48,0.816683,1.865000,0.035168,30.314218,0.961935,25.799096,0.892160,0.997836
49,0.833350,1.403100,0.036256,30.355966,0.961902,25.819602,0.892341,0.997832
50,0.850017,1.458400,0.036288,30.240317,0.961390,25.758417,0.891949,0.997822
51,0.866684,1.356900,0.035680,30.259615,0.961718,25.763940,0.892929,0.997812
52,0.883351,1.564200,0.036064,30.305885,0.961629,25.850208,0.893959,0.997809
53,0.900018,1.443600,0.035552,30.206623,0.961295,25.911321,0.893389,0.997807
54,0.916685,1.348900,0.035808,30.069995,0.960526,25.876217,0.893186,0.997799
55,0.933352,1.469100,0.036256,30.058524,0.960587,25.821346,0.893213,0.997797
56,0.950019,1.450700,0.035648,30.233104,0.961662,25.842927,0.894051,0.997795
57,0.966686,1.461700,0.036256,30.187517,0.961642,25.688311,0.892205,0.997793
58,0.983353,1.826600,0.035616,30.208887,0.961569,25.759662,0.893037,0.997791
59,1.000020,1.326100,0.036096,30.205517,0.961767,25.768095,0.893269,0.997787
60,1.016687,1.898400,0.036384,30.260116,0.961918,25.776197,0.893312,0.997787
61,1.033354,1.652800,0.035648,30.289488,0.961987,25.793257,0.893414,0.997785
62,1.050021,1.394500,0.036704,30.384364,0.961936,25.843717,0.893623,0.997780
63,1.066688,1.432500,0.036288,30.570078,0.962802,25.838887,0.893298,0.997774
64,1.083355,1.647700,0.035808,30.566560,0.962544,25.871024,0.893396,0.997772
65,1.100022,1.404800,0.035840,30.519140,0.962638,25.915443,0.893657,0.997774
66,1.116689,1.527900,0.036576,30.186178,0.962104,25.846827,0.893642,0.997770
67,1.133356,1.566200,0.035744,29.852454,0.961395,25.772963,0.892723,0.997770
68,1.150023,1.392700,0.036096,29.876071,0.960738,25.855066,0.893363,0.997768
69,1.166690,1.623000,0.326624,29.891548,0.960266,25.874790,0.893788,0.997762
70,1.183357,1.389900,0.036064,29.931774,0.960887,26.108857,0.894545,0.997764
71,1.200024,1.376400,0.036096,29.956310,0.961113,26.176419,0.895335,0.997757
72,1.216691,1.628000,0.034944,30.117714,0.962329,26.335870,0.897776,0.997755
73,1.233358,1.377500,0.036064,30.259618,0.962932,26.162166,0.896767,0.997755
74,1.250025,1.709800,0.035968,30.230217,0.963101,26.198717,0.897513,0.997751
75,1.266692,1.403000,0.035264,30.233936,0.963194,26.143615,0.896834,0.997747
76,1.283359,1.551800,0.035872,30.191802,0.963250,26.126331,0.897174,0.997749
77,1.300026,1.610900,0.035232,30.748120,0.964901,26.320472,0.898813,0.997743
78,1.316693,1.368400,0.036000,30.853409,0.964931,26.267355,0.897759,0.997739
79,1.333360,1.597400,0.037440,30.897659,0.965317,26.278003,0.898317,0.997735
80,1.350027,1.393600,0.035552,30.283452,0.964709,26.029803,0.896734,0.997735
81,1.366694,1.334100,0.036192,30.226486,0.964178,26.083417,0.897399,0.997733
82,1.383361,1.819200,0.036800,30.188972,0.963516,26.074957,0.896175,0.997733
83,1.400028,1.433300,0.035392,30.240039,0.963791,26.107982,0.896521,0.997730
84,1.416695,1.363100,0.036032,30.243983,0.964004,26.127699,0.896456,0.997728
85,1.433362,1.538400,0.036832,30.258323,0.964244,26.159574,0.897067,0.997724
86,1.450029,1.327000,0.035712,30.249219,0.964392,26.155236,0.897312,0.997718
87,1.466696,1.820700,0.036224,30.238983,0.964540,26.156478,0.897897,0.997716
88,1.483363,1.498100,0.035904,30.222177,0.964325,26.159081,0.898898,0.997716
89,1.500030,1.472000,0.036576,30.331689,0.964975,26.317400,0.899122,0.997716
90,1.516697,1.570400,0.036384,30.329642,0.965229,26.427954,0.900719,0.997716
91,1.533364,1.610200,0.036384,30.380881,0.965278,26.405568,0.900340,0.997716
92,1.550031,1.451600,0.036416,30.392979,0.965496,26.408283,0.900659,0.997714
93,1.566698,1.556300,0.036832,30.379223,0.965146,26.409322,0.900443,0.997708
94,1.583365,2.177800,0.036096,30.409587,0.965282,26.396181,0.900393,0.997704
95,1.600032,1.453600,0.036736,30.395543,0.965500,26.409151,0.900768,0.997703
96,1.616699,1.754800,0.036864,30.374438,0.965329,26.398930,0.900878,0.997701
97,1.633366,1.570800,0.036544,30.412214,0.965259,26.450666,0.901236,0.997701
98,1.650033,1.397200,0.036704,30.623348,0.966634,26.426323,0.900929,0.997699
99,1.666700,1.521200,0.036960,30.646989,0.966876,26.432797,0.901150,0.997697
100,1.683367,1.500400,0.036032,30.587353,0.966841,26.397101,0.900939,0.997695
101,1.700034,1.395300,0.036192,30.624342,0.966881,26.440038,0.901933,0.997689
102,1.716701,1.492600,0.036160,30.673844,0.967285,26.659348,0.903227,0.997687
103,1.733368,1.335500,0.036736,30.664370,0.967400,26.688337,0.903401,0.997685
104,1.750035,1.484000,0.036736,31.076590,0.969612,26.729010,0.904503,0.997685
105,1.766702,1.465600,0.036128,31.177797,0.969647,26.600382,0.903138,0.997683
106,1.783369,1.598600,0.036768,31.231983,0.969889,26.642112,0.903309,0.997683
107,1.800036,1.536900,0.036704,31.249006,0.970005,26.615109,0.902923,0.997679
108,1.816703,1.331700,0.036672,31.189497,0.969835,26.610706,0.903297,0.997674
109,1.833370,1.575700,0.036800,31.291143,0.970512,26.571264,0.902335,0.997677
110,1.850037,1.350100,0.036256,31.592048,0.971208,26.569865,0.902322,0.997674
111,1.866704,1.340200,0.036800,31.385619,0.970631,26.543655,0.902260,0.997677
112,1.883371,1.399200,0.037728,30.720825,0.969807,26.338016,0.901084,0.997676
113,1.900038,1.316700,0.036288,30.312963,0.968358,26.173165,0.899264,0.997672
114,1.916705,1.448800,0.036704,30.320053,0.967766,26.185618,0.898975,0.997670
115,1.933372,1.375700,0.036800,30.397363,0.967807,26.218196,0.898612,0.997664
116,1.950039,1.428600,0.037344,30.484393,0.967569,26.229166,0.898482,0.997662
117,1.966706,1.334800,0.239328,30.506855,0.967819,26.212913,0.898746,0.997664
118,1.983373,1.557700,0.038240,30.371272,0.967566,26.187365,0.898460,0.997662
119,2.000040,1.487800,0.037600,30.344964,0.967592,26.169839,0.898385,0.997662
