frame,interpolated,sample_ms,ready_ms,present_ms,gpu_wait_ms,caught_up
0,0,10.9549,19.9132,24.4079,3.4009,0
1,1,23.3441,30.1112,33.2205,2.8315,0
1,0,23.3441,30.1112,33.4055,0.0448,0
2,1,33.3145,38.7785,39.1058,0.1220,0
2,0,33.3145,38.7785,39.3857,0.0418,0
3,1,39.1641,44.8837,45.1765,0.1157,0
3,0,39.1641,44.8837,45.3923,0.0582,0
4,1,45.2595,50.9626,51.2751,0.1170,0
4,0,45.2595,50.9626,51.4770,0.0463,0
5,1,51.3455,56.9368,57.2901,0.1210,0
5,0,51.3455,56.9368,57.5241,0.0430,0
6,1,57.3621,63.0576,63.3830,0.1260,0
6,0,57.3621,63.0576,63.5999,0.0371,0
7,1,63.4570,68.6855,68.9838,0.1113,0
7,0,63.4570,68.6855,69.1741,0.0417,0
8,1,69.0464,74.1168,74.4269,0.1171,0
8,0,69.0464,74.1168,74.6220,0.0440,0
9,1,74.4889,79.8657,80.1762,0.1185,0
9,0,74.4889,79.8657,80.5463,0.0435,0
10,1,80.2387,85.5832,85.9252,0.1174,0
10,0,80.2387,85.5832,86.1868,0.0382,0
11,1,85.9849,91.2277,91.5366,0.1226,0
11,0,85.9849,91.2277,91.8319,0.0894,0
12,1,91.6700,97.2997,97.6004,0.1178,0
12,0,91.6700,97.2997,97.8283,0.0416,0
13,1,97.6801,103.0977,103.4621,0.1267,0
13,0,97.6801,103.0977,103.6558,0.0415,0
14,1,103.5241,109.1272,109.4222,0.1126,0
14,0,103.5241,109.1272,109.6100,0.0416,0
15,1,109.4824,114.8944,115.2017,0.1190,0
15,0,109.4824,114.8944,115.3950,0.0417,0
16,1,115.2635,120.7318,121.0385,0.1161,0
16,0,115.2635,120.7318,121.2259,0.0426,0
17,1,121.1000,126.7221,127.1494,0.1200,0
17,0,121.1000,126.7221,127.4335,0.0474,0
18,1,127.2205,132.5192,132.8167,0.1172,0
18,0,127.2205,132.5192,133.0082,0.0401,0
19,1,132.8771,138.1354,138.4381,0.1172,0
19,0,132.8771,138.1354,138.6284,0.0378,0
20,1,138.4970,144.0784,144.3764,0.1172,0
20,0,138.4970,144.0784,144.5753,0.0370,0
21,1,144.4451,150.0525,150.4556,0.1148,0
21,0,144.4451,150.0525,150.6875,0.0485,0
22,1,150.5255,155.9510,156.2515,0.1173,0
22,0,150.5255,155.9510,156.4408,0.0389,0
23,1,156.3113,161.9637,162.2603,0.1155,0
