frame,interpolated,sample_ms,ready_ms,present_ms,gpu_wait_ms,caught_up
0,0,5.6019,11.7654,16.4937,3.5349,0
1,0,15.3365,21.4627,21.9206,0.1545,0
2,0,21.6836,26.3258,26.7095,0.1626,0
3,0,26.5231,30.8300,31.2333,0.1237,0
4,0,30.9990,36.2111,36.5382,0.1150,0
5,0,36.3615,41.1787,41.5173,0.1169,0
6,0,41.3366,45.7349,46.1343,0.1658,0
7,0,45.9348,50.4791,50.7961,0.1150,0
8,0,50.6254,55.4357,55.9522,0.1191,0
9,0,55.5898,60.4334,60.9965,0.1262,0
10,0,60.6424,65.4174,65.8152,0.1593,0
11,0,65.6139,70.2598,70.5782,0.1149,0
12,0,70.4088,75.0209,75.3784,0.1198,0
13,0,75.1778,80.2102,80.7330,0.1225,0
14,0,80.3959,85.2996,85.7229,0.1103,0
15,0,85.4453,90.0545,90.4310,0.1616,0
16,0,90.2500,94.8810,95.2889,0.1163,0
17,0,95.0346,99.8994,100.2144,0.1140,0
18,0,100.0673,104.9174,105.3104,0.1270,0
19,0,105.0844,109.8135,110.3112,0.2735,0
20,0,110.1257,114.6083,114.9384,0.1171,0
21,0,114.7580,119.6203,119.9482,0.1149,0
22,0,119.7698,124.7869,125.1344,0.1245,0
23,0,124.9490,129.6626,130.0655,0.1133,0
24,0,129.8098,134.2851,134.6622,0.1627,0
25,0,134.4830,139.3123,139.6660,0.1148,0
26,0,139.4886,144.3109,144.6557,0.1185,0
27,0,144.4726,149.1013,149.4526,0.1150,0
28,0,149.2488,154.1086,154.4855,0.1683,0
29,0,154.3108,158.7717,159.1170,0.1316,0
30,0,158.9367,163.7238,164.0794,0.1145,0
31,0,163.8717,168.7605,169.1509,0.1071,0
32,0,168.9167,173.7277,174.1160,0.1610,0
33,0,173.9294,178.3670,178.7096,0.1242,0
34,0,178.5258,183.5054,183.8448,0.1168,0
35,0,183.6634,188.5928,188.9112,0.1141,0
36,0,188.7399,193.1505,193.5235,0.1625,0
37,0,193.3492,197.9182,198.3038,0.1156,0
38,0,198.1963,203.2305,203.6299,0.1177,0
39,0,203.4230,208.1635,208.5561,0.1755,0
40,0,208.3742,213.2303,213.6084,0.1149,0
41,0,213.3811,217.9922,218.3613,0.1639,0
42,0,218.1893,222.8604,223.2067,0.1177,0
43,0,223.0095,227.8971,228.2603,0.1249,0
44,0,228.0578,232.7963,233.1586,0.1194,0
45,0,232.9523,237.5043,237.9043,0.1653,0
46,0,237.7029,242.2737,242.6266,0.1205,0
47,0,242.4272,247.1823,247.5555,0.1261,0
48,0,247.3462,251.9577,252.3619,0.1157,0
49,0,252.1171,256.9621,257.3492,0.1618,0
50,0,257.1656,261.7591,262.0955,0.1164,0
51,0,261.9112,266.5751,266.8860,0.1133,0
52,0,266.7201,271.7046,272.0295,0.1170,0
53,0,271.8535,276.3730,276.7448,0.1595,0
54,0,276.5687,280.9172,281.2388,0.1152,0
55,0,281.0660,286.2545,286.5757,0.1133,0
56,0,286.4011,291.1053,291.5209,0.1204,0
57,0,291.2698,295.9254,296.3043,0.1658,0
58,0,296.1233,300.7121,301.0477,0.1114,0
59,0,300.8582,305.8594,306.2557,0.1716,0
60,0,306.0681,310.6746,311.0410,0.1172,0
61,0,310.8292,315.8300,316.1754,0.1093,0
62,0,315.9815,320.6668,321.0494,0.1596,0
63,0,320.8647,325.3440,325.6678,0.1163,0
64,0,325.4955,330.3574,330.6740,0.1162,0
65,0,330.5056,335.2023,335.6967,0.1266,0
66,0,335.3663,339.9172,340.3140,0.1630,0
67,0,340.1206,344.8631,345.1906,0.1122,0
68,0,345.0100,349.7405,350.0646,0.1198,0
69,0,349.8934,354.4551,354.8409,0.1587,0
70,0,354.6530,359.3141,359.7010,0.1644,0
71,0,359.5134,363.9717,364.3292,0.1210,0
72,0,364.1294,368.8713,369.5346,0.2495,0
