frame,interpolated,sample_ms,ready_ms,present_ms,gpu_wait_ms,caught_up
0,0,4.2848,7.0039,10.9062,2.9006,0
1,0,9.9442,11.5001,11.8614,0.1151,0
2,0,11.7205,12.7632,13.2688,0.2704,0
3,0,13.0868,13.8993,14.2722,0.1111,0
4,0,14.0542,14.9179,15.1995,0.1109,0
5,0,15.0836,16.0001,16.4106,0.1727,0
6,0,16.2254,16.9967,17.3119,0.1120,0
7,0,17.1423,17.8540,18.1718,0.1138,0
8,0,18.0005,18.9764,19.3621,0.1970,0
9,0,19.2097,19.9357,20.2180,0.1134,0
10,0,20.0801,21.1411,21.5183,0.1664,0
11,0,21.3636,22.0852,22.4057,0.1156,0
12,0,22.2409,22.9588,23.4297,0.1109,0
13,0,23.1010,24.2954,24.6419,0.1646,0
14,0,24.4976,25.1978,25.4811,0.1117,0
15,0,25.3398,26.1805,26.4944,0.1254,0
16,0,26.3406,27.4257,27.8267,0.2136,0
17,0,27.6779,28.3977,28.7430,0.1115,0
18,0,28.5441,29.5258,30.0208,0.3182,0
19,0,29.8797,30.5810,30.8571,0.1125,0
20,0,30.7235,31.4230,31.7749,0.1478,0
21,0,31.6065,32.8642,33.1678,0.1214,0
22,0,33.0226,33.7213,34.0297,0.1114,0
23,0,33.8668,34.5778,35.3139,0.4106,0
24,0,35.0406,35.9608,36.2628,0.1116,0
25,0,36.1071,36.8199,37.1528,0.1091,0
26,0,36.9722,38.0782,38.4720,0.1905,0
27,0,38.3063,39.0238,39.3289,0.1132,0
28,0,39.1730,39.8930,40.3859,0.3008,0
29,0,40.2307,41.0931,41.3986,0.1121,0
30,0,41.2452,41.9642,42.2494,0.1123,0
31,0,42.1106,42.8119,43.4430,0.3670,0
32,0,43.2216,44.0710,44.3721,0.1111,0
33,0,44.2182,44.9398,45.2350,0.1147,0
34,0,45.0915,45.8505,46.2258,0.1685,0
35,0,46.0585,46.9923,47.3185,0.1177,0
36,0,47.1518,47.8787,48.2053,0.1103,0
37,0,48.0217,49.0479,49.5902,0.1935,0
38,0,49.2835,50.1467,50.4332,0.1141,0
39,0,50.2925,50.9927,51.3128,0.1188,0
40,0,51.1448,52.1343,52.5152,0.1924,0
41,0,52.3620,53.0835,53.3921,0.1115,0
42,0,53.2381,53.9723,54.5685,0.3841,0
43,0,54.3983,55.1662,55.4663,0.1138,0
44,0,55.3155,56.0375,56.3357,0.1051,0
45,0,56.1783,57.1227,57.7041,0.3931,0
46,0,57.5543,58.2832,58.5833,0.1093,0
47,0,58.4279,59.1542,59.4718,0.1126,0
48,0,59.3039,60.2393,60.7684,0.3102,0
49,0,60.5942,61.3411,61.6632,0.1156,0
50,0,61.4917,62.2216,62.5187,0.1126,0
51,0,62.3696,63.4591,63.7614,0.1163,0
52,0,63.6146,64.3207,64.5946,0.1057,0
53,0,64.4574,65.1537,65.7095,0.3164,0
54,0,65.5086,66.2725,66.5835,0.1112,0
55,0,66.4221,67.1482,67.4320,0.1132,0
56,0,67.2929,68.2831,68.6554,0.1777,0
57,0,68.5108,69.2273,69.5081,0.1127,0
58,0,69.3715,70.0722,70.3939,0.1102,0
59,0,70.2166,71.2690,71.6654,0.1823,0
60,0,71.4899,72.2283,72.5106,0.1156,0
61,0,72.3737,73.0690,73.4247,0.1471,0
62,0,73.2701,74.2759,74.6373,0.1745,0
63,0,74.4868,75.2026,75.4807,0.1126,0
64,0,75.3461,76.0443,76.3429,0.1087,0
65,0,76.1847,77.2093,77.5764,0.1624,0
66,0,77.4135,78.1243,78.4036,0.1151,0
67,0,78.2690,78.9578,79.3722,0.1136,0
68,0,79.1158,80.2623,80.5691,0.1163,0
69,0,80.4210,81.1351,81.5186,0.1148,0
70,0,81.2846,82.4090,82.8252,0.1952,0
71,0,82.6486,83.3947,83.7787,0.1144,0
72,0,83.5590,84.3474,84.6457,0.1120,0
73,0,84.4971,85.3619,85.7222,0.1675,0
74,0,85.5755,86.2949,86.6174,0.1118,0
75,0,86.4388,87.1798,87.4696,0.1130,0
76,0,87.3260,88.3467,88.6555,0.1149,0
77,0,88.5089,89.2130,89.4920,0.1128,0
78,0,89.3567,90.2490,90.8365,0.2983,0
79,0,90.5835,91.4104,91.6984,0.1117,0
80,0,91.5543,92.2571,92.5546,0.1093,0
81,0,92.4009,93.5112,94.1102,0.3460,0
82,0,93.8997,94.6822,95.0927,0.1103,0
83,0,94.8356,95.6604,96.2811,0.4007,0
84,0,96.0991,96.8591,97.1477,0.1150,0
85,0,97.0045,97.7077,97.9929,0.1115,0
86,0,97.8515,98.9198,99.2942,0.1942,0
87,0,99.1517,99.8899,100.1901,0.1128,0
88,0,100.0373,100.7607,101.0403,0.1025,0
89,0,100.8944,102.1147,102.4667,0.1687,0
90,0,102.3204,103.0292,103.3358,0.1112,0
91,0,103.1840,103.9036,104.2142,0.1125,0
92,0,104.0548,104.8285,105.3171,0.2041,0
93,0,105.0760,105.8831,106.1754,0.1116,0
94,0,106.0281,106.9318,108.4648,0.2499,0
95,0,107.2223,108.4530,112.5171,3.7373,0
96,0,112.3405,113.1118,113.4532,0.1150,0
97,0,113.2649,114.0182,114.3283,0.1132,0
98,0,114.1722,114.9065,115.4262,0.2697,0
99,0,115.2174,116.0658,116.4270,0.1762,0
100,0,116.2774,117.0061,117.2865,0.1085,0
101,0,117.1472,117.8501,118.1374,0.1106,0
102,0,117.9931,118.8857,119.2447,0.1778,0
103,0,119.0987,119.8077,120.0903,0.1095,0
104,0,119.9475,120.6450,121.2549,0.3980,0
105,0,121.0790,121.8247,122.1344,0.1166,0
106,0,122.0413,122.7145,123.0328,0.1145,0
107,0,122.8700,124.0593,124.3955,0.1370,0
108,0,124.2367,124.9738,125.2609,0.1115,0
109,0,125.1153,125.9681,126.3729,0.2042,0
110,0,126.2277,127.0511,127.5410,0.2828,0
111,0,127.3779,128.1010,128.4043,0.1125,0
112,0,128.2496,128.9717,129.6309,0.3703,0
113,0,129.3820,130.1550,130.5564,0.1086,0
114,0,130.3231,131.1744,131.5416,0.1131,0
115,0,131.3642,132.4144,132.7810,0.1729,0
116,0,132.6268,133.3447,133.6478,0.1184,0
117,0,133.4989,134.2200,134.5535,0.1206,0
118,0,134.3829,135.3895,135.6965,0.1277,0
119,0,135.5548,136.2552,136.5595,0.1139,0
120,0,136.4060,137.1389,137.4370,0.1122,0
121,0,137.2843,138.2048,138.5623,0.1632,0
122,0,138.4140,139.1385,139.4431,0.1147,0
123,0,139.2877,140.2002,140.6433,0.2557,0
124,0,140.4902,141.2043,141.5031,0.1157,0
125,0,141.3565,142.0722,142.3757,0.1116,0
126,0,142.2252,142.9362,143.5149,0.3819,0
127,0,143.3502,144.0819,144.3617,0.1120,0
128,0,144.2237,144.9182,145.1934,0.1120,0
129,0,145.0600,145.9254,146.3036,0.1433,0
130,0,146.1149,146.8850,147.2480,0.1126,0
131,0,147.0320,147.8042,148.1818,0.1126,0
132,0,147.9548,149.2215,149.5190,0.1126,0
133,0,149.3725,150.0781,150.3642,0.1117,0
134,0,150.2205,150.9224,151.2204,0.1085,0
135,0,151.0697,152.1169,152.4193,0.1167,0
136,0,152.2711,152.9742,153.2641,0.1128,0
137,0,153.1201,153.8150,154.1225,0.1115,0
138,0,153.9675,154.9906,155.3493,0.1684,0
139,0,155.1971,155.9149,156.1975,0.1130,0
140,0,156.0589,156.9600,157.4216,0.2592,0
141,0,157.2527,158.0411,158.3556,0.1356,0
142,0,158.2129,158.9098,159.1988,0.1134,0
143,0,159.0795,160.1298,160.6253,0.2915,0
144,0,160.4654,161.1912,161.4933,0.1125,0
145,0,161.3380,162.0621,162.3740,0.1110,0
146,0,162.4408,163.3574,163.7054,0.1224,0
147,0,163.5213,164.2768,164.5779,0.1081,0
148,0,164.4203,165.1503,165.6113,0.2632,0
149,0,165.4477,166.1770,166.4998,0.1206,0
150,0,166.3358,167.0898,167.3837,0.1130,0
151,0,167.2374,168.2220,168.5823,0.1686,0
152,0,168.4339,169.1470,169.4192,0.1018,0
153,0,169.2810,169.9790,170.2540,0.1117,0
154,0,170.1211,171.1084,171.4644,0.1653,0
155,0,171.3140,172.0289,172.3200,0.1122,0
156,0,172.1781,172.8844,173.2413,0.1139,0
157,0,173.0332,173.9822,174.4450,0.2633,0
158,0,174.2772,175.0170,175.2943,0.1090,0
159,0,175.1806,175.9926,176.3481,0.1447,0
160,0,176.1795,177.2891,177.5853,0.1147,0
161,0,177.4389,178.1485,178.4920,0.1133,0
162,0,178.3204,179.0615,179.5287,0.2755,0
163,0,179.3770,180.1031,180.4067,0.1131,0
164,0,180.2531,180.9819,181.2646,0.1097,0
165,0,181.1235,182.0879,182.5479,0.1763,0
166,0,182.3071,183.1020,183.3835,0.1103,0
167,0,183.2676,184.0449,184.3842,0.1125,0
168,0,184.2153,185.2455,185.7373,0.2691,0
169,0,185.6413,186.3550,186.6803,0.1118,0
170,0,186.5058,187.2489,187.8262,0.3856,0
171,0,187.6714,188.3970,188.7157,0.1153,0
