frame,interpolated,sample_ms,ready_ms,present_ms,gpu_wait_ms,caught_up
0,0,10.8628,20.4123,24.9210,3.5192,0
1,1,23.9636,31.4205,34.5646,2.8687,0
1,0,23.9636,31.4205,34.8370,0.0493,0
2,1,34.6591,41.3768,41.7297,0.1176,0
2,0,34.6591,41.3768,41.9462,0.0486,0
3,1,41.8029,48.3302,48.6703,0.1243,0
3,0,41.8029,48.3302,48.8991,0.0555,0
4,1,48.7472,55.4112,55.7197,0.1206,0
4,0,48.7472,55.4112,55.9058,0.0371,0
5,1,55.7759,62.2021,62.5116,0.1174,0
5,0,55.7759,62.2021,62.7086,0.0356,0
6,1,62.5721,68.8916,69.1947,0.1199,0
6,0,62.5721,68.8916,69.3801,0.0450,0
7,1,69.2774,75.9765,76.2750,0.1203,0
7,0,69.2774,75.9765,76.4734,0.0438,0
8,1,76.3397,82.8135,83.1106,0.1150,0
8,0,76.3397,82.8135,83.2993,0.0390,0
9,1,83.1725,89.5197,89.8767,0.1206,0
9,0,83.1725,89.5197,90.3288,0.0618,0
10,1,89.9597,96.3448,96.6568,0.1224,0
10,0,89.9597,96.3448,96.8523,0.0433,0
11,1,96.7203,103.2561,103.5556,0.1139,0
11,0,96.7203,103.2561,103.8207,0.0412,0
12,1,103.6337,110.3623,110.6620,0.1153,0
12,0,103.6337,110.3623,110.8589,0.0443,0
13,1,110.7267,116.9534,117.2468,0.1150,0
13,0,110.7267,116.9534,117.4481,0.0362,0
14,1,117.3025,123.8212,124.1212,0.1140,0
14,0,117.3025,123.8212,124.3114,0.0420,0
15,1,124.1830,130.6444,130.9549,0.1276,0
15,0,124.1830,130.6444,131.1432,0.0446,0
16,1,131.0175,137.3203,137.6531,0.1155,0
16,0,131.0175,137.3203,137.9013,0.0500,0
17,1,137.7244,144.2297,144.5325,0.1148,0
17,0,137.7244,144.2297,144.7309,0.0388,0
18,1,144.5957,150.7689,151.0727,0.1179,0
18,0,144.5957,150.7689,151.2693,0.0442,0
19,1,151.1376,157.8142,158.1101,0.1134,0
19,0,151.1376,157.8142,158.3058,0.0430,0
20,1,158.1723,164.6477,165.0060,0.1264,0
20,0,158.1723,164.6477,165.2112,0.0461,0
21,1,165.0721,171.3457,171.6767,0.1201,0
21,0,165.0721,171.3457,171.8941,0.0433,0
