frame,interpolated,sample_ms,ready_ms,present_ms,gpu_wait_ms,caught_up
0,0,10.5269,18.3424,22.7997,3.4527,0
1,1,21.8271,27.2985,30.3844,2.8218,0
1,0,21.8271,27.2985,34.5129,0.0418,0
2,1,30.4740,35.4054,35.8628,0.2517,0
2,0,30.4740,35.4054,48.3582,0.0431,0
3,1,35.9253,40.3566,50.3637,1.8458,0
3,0,35.9253,40.3566,56.4389,2.5283,0
4,1,52.9155,56.7134,57.0485,0.0877,0
4,0,52.9155,56.7134,62.6173,0.0459,0
5,1,57.1189,61.6525,62.9045,0.0517,0
5,0,57.1189,61.6525,78.2591,0.0484,0
6,1,62.9749,67.3264,78.4612,0.0515,0
6,0,62.9749,67.3264,93.6514,0.0415,0
7,1,78.5261,82.7995,93.8850,0.0571,0
7,0,78.5261,82.7995,109.5794,0.0790,0
8,1,93.9898,98.5317,109.8257,0.0503,0
8,0,93.9898,98.5317,125.3566,0.0471,0
9,1,109.8980,114.0656,125.5570,0.0469,0
9,0,109.8980,114.0656,141.3832,0.0396,0
10,1,125.6199,129.9418,141.5835,0.0504,0
10,0,125.6199,129.9418,156.4766,0.0399,0
11,1,141.6459,146.0403,156.6714,0.0468,0
11,0,141.6459,146.0403,172.5335,0.0412,0
12,1,156.7353,160.5782,172.7359,0.0509,0
12,0,156.7353,160.5782,187.6017,0.0494,0
13,1,172.8061,177.1602,187.7891,0.0481,0
13,0,172.8061,177.1602,203.6663,0.0409,0
14,1,187.9925,192.2607,203.8585,0.0469,0
14,0,187.9925,192.2607,206.6141,0.1050,0
15,1,203.9863,207.8709,208.1391,0.1154,0
15,0,203.9863,207.8709,210.7717,0.0360,0
16,1,208.1932,212.5111,212.8130,0.1236,0
16,0,208.1932,212.5111,215.3975,0.1995,0
17,1,213.0467,217.3375,217.6507,0.1157,0
17,0,213.0467,217.3375,220.2224,0.0425,0
18,1,217.7136,222.0309,222.3215,0.1130,0
18,0,217.7136,222.0309,224.8498,0.0461,0
