frame,interpolated,sample_ms,ready_ms,present_ms,gpu_wait_ms,caught_up
0,0,8.6646,14.2365,18.2454,3.0283,0
1,1,17.2998,20.0240,23.0383,2.7526,0
1,0,17.2998,20.0240,23.2613,0.0653,0
2,1,23.1516,25.2624,25.5903,0.1475,0
2,0,23.1516,25.2624,25.8088,0.0457,0
3,1,25.6594,27.5105,28.1216,0.3480,0
3,0,25.6594,27.5105,28.3378,0.0474,0
4,1,28.1937,30.1757,30.4938,0.1153,0
4,0,28.1937,30.1757,31.1044,0.3172,0
5,1,30.8303,32.7043,33.0154,0.1128,0
5,0,30.8303,32.7043,33.2317,0.0411,0
6,1,33.0764,34.7435,35.0638,0.1227,0
6,0,33.0764,34.7435,35.2711,0.0431,0
7,1,35.1258,36.6747,36.9934,0.1196,0
7,0,35.1258,36.6747,37.2009,0.0435,0
8,1,37.0548,38.3177,38.7220,0.1775,0
8,0,37.0548,38.3177,39.2346,0.3420,0
9,1,39.0857,40.3808,40.6573,0.1131,0
9,0,39.0857,40.3808,40.8325,0.0402,0
10,1,40.7311,42.3402,42.6530,0.1230,0
10,0,40.7311,42.3402,42.8377,0.0420,0
11,1,42.7158,43.9866,44.2808,0.1059,0
11,0,42.7158,43.9866,44.4671,0.0427,0
12,1,44.3471,45.6895,45.9776,0.1134,0
12,0,44.3471,45.6895,46.1503,0.0353,0
13,1,46.0332,47.5240,47.8491,0.1595,0
13,0,46.0332,47.5240,48.0237,0.0367,0
14,1,47.9030,49.1512,49.4277,0.1142,0
14,0,47.9030,49.1512,49.6469,0.0345,0
15,1,49.4792,51.0707,51.4011,0.1153,0
15,0,49.4792,51.0707,51.6251,0.0435,0
16,1,51.4623,52.7504,53.3227,0.3533,0
16,0,51.4623,52.7504,53.5206,0.0445,0
17,1,53.3900,54.6603,54.9583,0.1163,0
17,0,53.3900,54.6603,55.3262,0.1493,0
18,1,55.1254,56.7590,57.0830,0.1144,0
18,0,55.1254,56.7590,57.4683,0.0433,0
19,1,57.2937,58.9855,59.2802,0.1180,0
19,0,57.2937,58.9855,59.4710,0.0427,0
20,1,59.3424,60.6113,60.9240,0.1202,0
20,0,59.3424,60.6113,61.1073,0.0426,0
21,1,60.9858,62.3120,62.6005,0.1174,0
21,0,60.9858,62.3120,62.7822,0.0425,0
22,1,62.6606,64.1511,64.5742,0.1628,0
22,0,62.6606,64.1511,64.7950,0.0425,0
