frame,interpolated,sample_ms,ready_ms,present_ms,gpu_wait_ms,caught_up
0,0,10.7833,20.0168,24.3172,3.3293,0
1,1,23.3750,29.7554,32.8879,2.7972,0
1,0,23.3750,29.7554,33.0950,0.0452,0
2,1,32.9750,38.4193,38.7340,0.1178,0
2,0,32.9750,38.4193,38.9632,0.0467,0
3,1,38.8445,44.5421,44.8498,0.1231,0
3,0,38.8445,44.5421,45.0437,0.0445,0
4,1,44.9156,50.7519,51.0538,0.1151,0
4,0,44.9156,50.7519,51.2505,0.0449,0
5,1,51.1182,56.5737,56.8622,0.1130,0
5,0,51.1182,56.5737,57.0548,0.0437,0
6,1,56.9251,62.3884,62.7447,0.1744,0
6,0,56.9251,62.3884,62.9407,0.0454,0
7,1,62.8096,68.0909,68.3875,0.1154,0
7,0,62.8096,68.0909,68.5690,0.0374,0
8,1,68.4431,73.5903,73.8928,0.1171,0
8,0,68.4431,73.5903,74.0816,0.0398,0
9,1,73.9522,79.1705,79.4795,0.1182,0
9,0,73.9522,79.1705,79.6831,0.0450,0
10,1,79.5462,84.7933,85.0795,0.1087,0
10,0,79.5462,84.7933,85.2693,0.0425,0
11,1,85.1422,90.1497,90.4552,0.1190,0
11,0,85.1422,90.1497,90.6501,0.0408,0
12,1,90.5165,95.7330,96.0341,0.1180,0
12,0,90.5165,95.7330,96.2226,0.0377,0
13,1,96.0925,101.7432,102.1232,0.1311,0
13,0,96.0925,101.7432,102.3687,0.0472,0
14,1,102.1906,107.6105,107.8982,0.1069,0
14,0,102.1906,107.6105,108.0992,0.0372,0
15,1,107.9559,113.3567,113.7095,0.1718,0
15,0,107.9559,113.3567,113.8949,0.0440,0
16,1,113.7726,119.3937,119.6990,0.1168,0
16,0,113.7726,119.3937,119.9101,0.0412,0
17,1,119.7624,125.3594,125.6458,0.1090,0
17,0,119.7624,125.3594,125.8348,0.0368,0
18,1,125.7043,131.1169,131.4751,0.1187,0
18,0,125.7043,131.1169,131.9598,0.0673,0
19,1,131.5660,137.3725,137.6845,0.1216,0
19,0,131.5660,137.3725,137.8817,0.0407,0
20,1,137.7451,143.0351,143.3586,0.1234,0
20,0,137.7451,143.0351,143.5570,0.0444,0
21,1,143.4264,148.7658,149.0642,0.1187,0
21,0,143.4264,148.7658,149.2646,0.0456,0
22,1,149.1313,154.2835,154.5840,0.1153,0
22,0,149.1313,154.2835,154.8348,0.0390,0
23,1,154.6424,159.8554,160.1607,0.1165,0
23,0,154.6424,159.8554,160.4025,0.0455,0
24,1,160.2269,165.5583,165.8580,0.1220,0
24,0,160.2269,165.5583,166.1231,0.0892,0
25,1,165.9692,171.3194,171.6078,0.1116,0
25,0,165.9692,171.3194,171.8642,0.0385,0
26,1,171.6667,177.1602,177.4871,0.1195,0
26,0,171.6667,177.1602,177.6992,0.0439,0
27,1,177.5506,183.1759,183.4814,0.1224,0
27,0,177.5506,183.1759,183.6787,0.0462,0
28,1,183.5473,189.0999,189.4245,0.1189,0
28,0,183.5473,189.0999,189.6483,0.0404,0
29,1,189.4895,194.9890,195.2842,0.1151,0
29,0,189.4895,194.9890,195.4751,0.0465,0
30,1,195.3501,200.9816,201.2851,0.1168,0
30,0,195.3501,200.9816,201.4785,0.0365,0
31,1,201.5085,206.8294,207.1915,0.1263,0
31,0,201.5085,206.8294,207.3930,0.0524,0
32,1,207.2642,212.4597,212.7838,0.1192,0
32,0,207.2642,212.4597,212.9973,0.0487,0
33,1,212.8519,218.2598,218.5937,0.1232,0
33,0,212.8519,218.2598,218.8046,0.0420,0
34,1,218.6560,223.8893,224.2080,0.1186,0
34,0,218.6560,223.8893,224.4726,0.0885,0
35,1,224.3153,229.5594,229.9643,0.1225,0
35,0,224.3153,229.5594,230.2263,0.0425,0
36,1,230.0271,235.6654,235.9586,0.1157,0
36,0,230.0271,235.6654,236.1472,0.0370,0
37,1,236.0196,241.5408,241.8349,0.1150,0
37,0,236.0196,241.5408,242.0269,0.0441,0
38,1,241.8999,247.2825,247.5827,0.1143,0
38,0,241.8999,247.2825,247.7762,0.0397,0
39,1,247.6419,253.2717,253.5993,0.1218,0
39,0,247.6419,253.2717,253.8167,0.0453,0
40,1,253.6629,259.0656,259.3909,0.1209,0
40,0,253.6629,259.0656,259.6017,0.0489,0
41,1,259.4582,264.8580,265.1799,0.1150,0
41,0,259.4582,264.8580,265.3887,0.0446,0
42,1,265.2439,270.7798,271.1328,0.1230,0
42,0,265.2439,270.7798,271.3508,0.0409,0
43,1,271.1920,276.4407,276.7450,0.1173,0
43,0,271.1920,276.4407,277.0933,0.0390,0
44,1,276.8231,282.1110,282.4363,0.1159,0
44,0,276.8231,282.1110,282.6615,0.0436,0
45,1,282.4997,287.6851,288.0109,0.1212,0
45,0,282.4997,287.6851,288.3542,0.1632,0
46,1,288.2042,293.7274,294.0878,0.1333,0
46,0,288.2042,293.7274,294.2788,0.0430,0
47,1,294.1530,299.7356,300.0589,0.1175,0
47,0,294.1530,299.7356,300.2799,0.0445,0
48,1,300.1228,305.5634,305.8866,0.1208,0
48,0,300.1228,305.5634,306.0943,0.0441,0
