frame,interpolated,sample_ms,ready_ms,present_ms,gpu_wait_ms,caught_up
0,0,12.8168,24.5647,28.8432,3.3011,0
1,1,27.8994,38.6840,41.3973,2.4241,0
1,0,27.8994,38.6840,41.6045,0.0477,0
2,1,41.4890,51.2292,51.5848,0.1210,0
2,0,41.4890,51.2292,51.8183,0.0395,0
3,1,51.6625,61.3626,61.6772,0.1294,0
3,0,51.6625,61.3626,61.8791,0.0440,0
4,1,61.7427,71.6444,72.0021,0.1674,0
4,0,61.7427,71.6444,72.2328,0.0439,0
5,1,72.0675,81.6431,81.9463,0.1171,0
5,0,72.0675,81.6431,82.2440,0.0378,0
6,1,82.0047,91.3284,91.6877,0.1769,0
6,0,82.0047,91.3284,91.8794,0.0366,0
7,1,91.7458,101.5144,101.8717,0.1710,0
7,0,91.7458,101.5144,102.0561,0.0378,0
8,1,101.9335,111.3482,111.7784,0.1255,0
8,0,101.9335,111.3482,111.9857,0.0469,0
9,1,111.8469,121.5688,121.8740,0.1201,0
9,0,111.8469,121.5688,122.0635,0.0363,0
10,1,121.9373,131.5251,131.8341,0.1187,0
10,0,121.9373,131.5251,132.0295,0.0378,0
11,1,131.8921,141.2239,141.5357,0.1204,0
11,0,131.8921,141.2239,141.7310,0.0417,0
12,1,141.5980,151.2743,151.5814,0.1173,0
12,0,141.5980,151.2743,151.8033,0.0368,0
13,1,151.6384,161.1025,161.4043,0.1142,0
13,0,151.6384,161.1025,161.6028,0.0411,0
14,1,161.4669,171.1675,171.4826,0.1214,0
14,0,161.4669,171.1675,171.6790,0.0433,0
15,1,171.5489,181.1975,181.5040,0.1160,0
15,0,171.5489,181.1975,181.7033,0.0436,0
16,1,181.5680,190.9264,191.2830,0.1672,0
16,0,181.5680,190.9264,191.4840,0.0422,0
17,1,191.3464,200.9814,201.2875,0.1222,0
17,0,191.3464,200.9814,201.5951,0.0431,0
18,1,201.5931,210.6534,210.9566,0.1197,0
18,0,201.5931,210.6534,211.1542,0.0374,0
19,1,211.0138,220.6946,220.9941,0.1172,0
19,0,211.0138,220.6946,221.2515,0.0447,0
20,1,221.0570,230.5207,230.8190,0.1163,0
20,0,221.0570,230.5207,231.0089,0.0355,0
21,1,230.8758,240.4261,240.7933,0.1120,0
21,0,230.8758,240.4261,240.9915,0.0441,0
22,1,240.8580,250.6066,250.8977,0.1183,0
22,0,240.8580,250.6066,251.0946,0.0429,0
23,1,250.9601,260.2288,260.5232,0.1132,0
23,0,250.9601,260.2288,260.7218,0.0443,0
24,1,260.5883,270.2333,270.5444,0.1269,0
24,0,260.5883,270.2333,270.7373,0.0436,0
25,1,270.6078,279.7864,280.0803,0.1142,0
25,0,270.6078,279.7864,280.2616,0.0365,0
26,1,280.1356,289.7696,290.0771,0.1179,0
26,0,280.1356,289.7696,290.2672,0.0374,0
27,1,290.1374,299.5674,299.8643,0.1114,0
27,0,290.1374,299.5674,300.0602,0.0446,0
28,1,299.9274,309.3572,309.6639,0.1244,0
28,0,299.9274,309.3572,309.8878,0.0444,0
29,1,309.7282,319.1707,319.4713,0.1151,0
29,0,309.7282,319.1707,319.6706,0.0439,0
30,1,319.5361,329.2526,329.6255,0.1249,0
30,0,319.5361,329.2526,329.8293,0.0444,0
31,1,329.6920,339.4221,339.7282,0.1232,0
31,0,329.6920,339.4221,339.9548,0.0501,0
32,1,339.7983,349.4039,349.7005,0.1158,0
32,0,339.7983,349.4039,349.8836,0.0363,0
33,1,349.7568,359.1916,359.5229,0.1201,0
33,0,349.7568,359.1916,359.7363,0.0437,0
34,1,359.5866,368.8905,369.2277,0.1540,0
34,0,359.5866,368.8905,369.4107,0.0360,0
35,1,369.2829,378.8223,379.1915,0.1253,0
35,0,369.2829,378.8223,379.4358,0.0450,0
36,1,379.2558,388.8350,389.1747,0.1172,0
36,0,379.2558,388.8350,389.3766,0.0439,0
37,1,389.2401,398.6327,399.1196,0.1156,0
37,0,389.2401,398.6327,399.3956,0.0483,0
38,1,399.1990,408.6774,408.9891,0.1208,0
38,0,399.1990,408.6774,409.1836,0.0435,0
39,1,409.0526,418.7272,419.1057,0.1633,0
39,0,409.0526,418.7272,419.3272,0.0435,0
40,1,419.1691,428.6474,429.0257,0.1684,0
40,0,419.1691,428.6474,429.2406,0.0429,0
41,1,429.0883,438.7469,439.0769,0.1190,0
41,0,429.0883,438.7469,439.2843,0.0404,0
42,1,439.1370,448.7923,449.2124,0.2271,0
42,0,439.1370,448.7923,449.4029,0.0370,0
43,1,449.2779,458.9703,459.2684,0.1156,0
43,0,449.2779,458.9703,459.4592,0.0446,0
44,1,459.3318,468.9702,469.3110,0.1317,0
44,0,459.3318,468.9702,469.5303,0.0495,0
45,1,469.3799,478.9422,479.2334,0.1142,0
45,0,469.3799,478.9422,479.4366,0.0479,0
46,1,479.3065,489.0748,489.4081,0.1223,0
46,0,479.3065,489.0748,489.6244,0.0431,0
47,1,489.4714,499.2242,499.5561,0.1221,0
47,0,489.4714,499.2242,499.7793,0.0496,0
48,1,499.6254,509.2710,509.5827,0.1181,0
48,0,499.6254,509.2710,509.8033,0.0581,0
49,1,509.6715,519.0670,519.3638,0.1154,0
49,0,509.6715,519.0670,519.5317,0.0451,0
50,1,520.6543,529.8990,530.3768,0.2073,0
50,0,520.6543,529.8990,530.5620,0.0566,0
51,1,530.6063,540.2711,540.6475,0.1185,0
51,0,530.6063,540.2711,540.8356,0.0428,0
52,1,540.7190,550.7156,551.0125,0.1144,0
52,0,540.7190,550.7156,551.2137,0.0480,0
53,1,551.0794,560.4088,560.7064,0.1154,0
53,0,551.0794,560.4088,560.8970,0.0437,0
54,1,560.7706,570.6961,570.9959,0.1176,0
54,0,560.7706,570.6961,571.2051,0.0385,0
55,1,571.0536,580.5961,580.8940,0.1161,0
55,0,571.0536,580.5961,581.0854,0.0372,0
56,1,580.9560,590.7667,591.0654,0.1171,0
56,0,580.9560,590.7667,591.2748,0.0378,0
57,1,591.1339,600.7332,601.0575,0.1163,0
57,0,591.1339,600.7332,601.2836,0.0438,0
58,1,601.1255,610.4659,610.8260,0.1284,0
58,0,601.1255,610.4659,611.0458,0.0440,0
59,1,610.8951,620.6429,620.9532,0.1231,0
59,0,610.8951,620.6429,621.1505,0.0444,0
60,1,621.0188,630.5002,630.8174,0.1242,0
60,0,621.0188,630.5002,631.0091,0.0373,0
61,1,630.8753,640.2969,640.6679,0.1230,0
61,0,630.8753,640.2969,640.9011,0.0438,0
62,1,640.7434,650.5356,651.0178,0.1644,0
62,0,640.7434,650.5356,651.3336,0.0446,0
63,1,651.1309,660.4119,660.7094,0.1154,0
63,0,651.1309,660.4119,661.0080,0.0354,0
64,1,660.8662,670.7748,671.1049,0.1197,0
64,0,660.8662,670.7748,671.5818,0.0478,0
65,1,671.3065,681.0186,681.3878,0.1841,0
65,0,671.3065,681.0186,681.5880,0.0444,0
66,1,681.4555,691.2527,691.5679,0.1215,0
66,0,681.4555,691.2527,691.7671,0.0386,0
67,1,691.6286,701.2318,701.5719,0.1280,0
67,0,691.6286,701.2318,701.7703,0.0388,0
68,1,701.6331,711.0123,711.3137,0.1174,0
68,0,701.6331,711.0123,711.5047,0.0368,0
69,1,711.3719,720.9822,721.2964,0.1266,0
69,0,711.3719,720.9822,721.4908,0.0365,0
70,1,721.3552,730.7432,731.0788,0.1237,0
70,0,721.3552,730.7432,731.2977,0.0444,0
71,1,731.1622,741.0116,741.4100,0.1740,0
71,0,731.1622,741.0116,741.6289,0.0457,0
72,1,741.4775,751.3184,751.6504,0.1201,0
72,0,741.4775,751.3184,751.8731,0.0449,0
73,1,751.7156,761.0267,761.3613,0.1203,0
73,0,751.7156,761.0267,761.5774,0.0425,0
74,1,761.4286,771.2682,771.5592,0.1113,0
74,0,761.4286,771.2682,771.7505,0.0357,0
75,1,771.6796,781.3506,781.6577,0.1158,0
75,0,771.6796,781.3506,781.8720,0.0350,0
