frame,time_s,cpu_ms,gpu_ms,psnr_reproj,ssim_reproj,psnr_direct,ssim_direct,coverage
16,0.283339,1.249900,0.028760,30.179675,0.960825,25.817305,0.894300,0.997841
17,0.300006,1.242400,0.028400,30.071594,0.960697,25.746660,0.893583,0.997840
18,0.316673,1.358000,0.028520,30.050112,0.960868,25.820684,0.895645,0.997836
19,0.333340,1.360100,0.028160,30.052338,0.961194,25.833900,0.895441,0.997834
20,0.350007,1.307100,0.028600,30.086599,0.960606,25.803658,0.895584,0.997834
21,0.366674,0.982500,0.030160,30.152975,0.961041,25.936943,0.896953,0.997828
22,0.383341,1.345300,0.028880,30.259523,0.961451,26.044426,0.898468,0.997824
23,0.400008,1.445700,0.028320,30.412367,0.962035,26.314496,0.900259,0.997822
24,0.416675,1.392100,0.028680,30.629257,0.962421,26.398148,0.900076,0.997822
25,0.433342,1.291500,0.028640,30.652606,0.962371,26.288806,0.900337,0.997826
26,0.450009,1.228900,0.028440,30.656682,0.962354,26.262895,0.900050,0.997828
27,0.466676,1.177200,0.028720,30.635259,0.961640,26.325733,0.899471,0.997828
28,0.483343,1.164400,0.029360,30.641731,0.962457,26.442285,0.900925,0.997832
29,0.500010,1.324800,0.028280,30.619789,0.962634,26.406733,0.900713,0.997851
30,0.516677,1.513700,0.028840,30.988078,0.964055,26.539890,0.902103,0.997868
31,0.533344,1.211900,0.028040,31.026448,0.963755,26.481998,0.900292,0.997865
32,0.550011,1.779100,0.029000,30.713747,0.963202,26.387250,0.900099,0.997859
33,0.566678,1.240900,0.028520,30.301006,0.962617,26.239751,0.899881,0.997859
34,0.583345,1.217000,0.028600,30.347989,0.961731,26.210773,0.897829,0.997857
35,0.600012,1.304600,0.028160,30.346765,0.962024,26.221054,0.898346,0.997851
36,0.616679,1.261600,0.030320,30.628384,0.963678,26.308189,0.899428,0.997847
37,0.633346,1.397600,0.028040,30.814330,0.963945,26.244738,0.898054,0.997843
38,0.650013,1.369400,0.028240,30.873190,0.964041,26.247380,0.897462,0.997843
39,0.666680,1.545900,0.046360,30.993372,0.964379,26.285831,0.898195,0.997841
40,0.683347,1.017500,0.028560,30.958106,0.964389,26.217651,0.897433,0.997840
41,0.700014,0.966000,0.028560,30.959505,0.964616,26.201919,0.896901,0.997849
42,0.716681,1.401200,0.028320,30.750145,0.963435,26.100277,0.895306,0.997853
43,0.733348,1.515300,0.038760,30.402541,0.963518,26.001743,0.894977,0.997845
44,0.750015,1.317300,0.028680,30.420727,0.963586,26.019950,0.895233,0.997845
45,0.766682,1.767800,0.028840,30.489455,0.963760,25.941176,0.894098,0.997843
46,0.783349,1.047900,0.028600,30.412039,0.962738,25.881256,0.892992,0.997840
47,0.800016,1.428700,0.028840,30.272756,0.961694,25.833330,0.892396,0.997838
48,0.816683,1.158500,0.028320,30.313564,0.961938,25.799458,0.892183,0.997834
49,0.833350,1.180000,0.030960,30.354089,0.961880,25.818611,0.892308,0.997832
50,0.850017,1.404300,0.030280,30.239421,0.961384,25.764222,0.892182,0.997822
51,0.866684,1.542000,0.028200,30.259889,0.961738,25.759564,0.892780,0.997812
52,0.883351,1.617300,0.028640,30.304129,0.961610,25.848561,0.893918,0.997809
53,0.900018,1.532100,0.037240,30.206456,0.961304,25.911393,0.893401,0.997807
54,0.916685,1.468700,0.028240,30.069834,0.960551,25.879821,0.893337,0.997799
55,0.933352,1.177800,0.028280,30.057436,0.960562,25.815585,0.893013,0.997797
56,0.950019,0.940500,0.028360,30.231333,0.961651,25.848973,0.894284,0.997795
57,0.966686,1.260400,0.028400,30.187973,0.961649,25.680898,0.891934,0.997793
58,0.983353,1.211600,0.028120,30.206685,0.961561,25.762297,0.893171,0.997791
59,1.000020,1.261500,0.028640,30.205546,0.961787,25.771224,0.893414,0.997787
60,1.016687,1.707800,0.028600,30.256977,0.961869,25.773156,0.893194,0.997787
61,1.033354,1.525800,0.028520,30.287947,0.961999,25.792012,0.893426,0.997785
62,1.050021,1.230400,0.028400,30.385099,0.961926,25.836966,0.893355,0.997780
63,1.066688,1.061800,0.028600,30.568680,0.962780,25.834229,0.893110,0.997774
64,1.083355,1.179900,0.028560,30.565261,0.962541,25.877353,0.893640,0.997772
65,1.100022,1.044800,0.028440,30.519301,0.962664,25.920118,0.893881,0.997774
66,1.116689,1.205900,0.028320,30.185880,0.962113,25.842637,0.893531,0.997770
67,1.133356,1.302800,0.028320,29.851784,0.961400,25.778741,0.892969,0.997770
68,1.150023,1.574900,0.028840,29.871502,0.960646,25.844393,0.892901,0.997768
