group,config,description,frames,gpu_ms_p95,fps,cpu_ms,gpu_ms,psnr_reproj,ssim_reproj,psnr_direct,ssim_direct,psnr_upscale,ssim_upscale,tstab_upscale,tstab_ref,epe_px,epe_px_median,epe_px_p95,epe_within1_pct,epe_within2_pct,psnr_fg,psnr_fg_min,ssim_fg,psnr_blend,ssim_blend,psnr_hud,ssim_hud,psnr_hud_blend
flow-ablation,flow-smooth-00002,glatkoca 0.0002/texel,104,0.727,1591.1,1.1475,0.6285,,,,,,,,,6.6569,1.3585,30.4915,63.9311,87.2706,,,,,,,,
flow-ablation,flow-smooth-00005,glatkoca 0.0005/texel,104,0.732,1598.4,1.1536,0.6256,,,,,,,,,7.2380,1.3643,33.7409,62.7282,86.2628,,,,,,,,
flow-ablation,flow-smooth-0002,glatkoca 0.002/texel,104,0.722,1587.0,1.1519,0.6301,,,,,,,,,8.2891,1.4184,43.1334,57.4427,81.5740,,,,,,,,
flow-ablation,flow-smooth-001,glatkoca 0.01/texel,104,0.765,1578.5,1.1574,0.6335,,,,,,,,,16.2162,2.7175,101.9746,39.7633,67.5484,,,,,,,,
flow-ablation,flow-novelty-0,novelty 0,104,0.722,1601.0,1.1548,0.6246,,,,,,,,,7.2715,1.4074,35.9865,63.3996,86.7494,,,,,,,,
flow-ablation,flow-novelty-00005,novelty 0.0005,104,0.717,1609.9,1.1564,0.6212,,,,,,,,,7.5054,1.4076,36.3893,62.6594,86.1217,,,,,,,,
flow-ablation,flow-novelty-0001,novelty 0.001,104,0.719,1600.6,1.1253,0.6248,,,,,,,,,7.2380,1.3643,33.7409,62.7282,86.2628,,,,,,,,
flow-ablation,flow-novelty-0004,novelty 0.004,104,0.724,1602.3,1.1593,0.6241,,,,,,,,,8.2549,1.2338,34.5362,62.4069,85.8820,,,,,,,,
flow-ablation,flow-novelty-001,novelty 0.01,104,0.719,1590.9,1.1444,0.6286,,,,,,,,,10.8742,1.1941,44.9921,62.2044,85.6256,,,,,,,,
flow-ablation,flow-novelty-1,novelty 1,104,0.752,1558.7,1.1641,0.6416,,,,,,,,,11.9384,1.2131,49.9498,61.9701,85.2272,,,,,,,,
flow-ablation,flow-statistic-0,rez: statistika maksimum,104,0.729,1603.1,1.1480,0.6238,,,,,,,,,17.2340,1.3643,129.0404,58.7790,80.5657,,,,,,,,
flow-ablation,flow-statistic-1,rez: statistika srednja,104,0.726,1583.7,1.1509,0.6314,,,,,,,,,7.2380,1.3643,33.7409,62.7282,86.2628,,,,,,,,
flow-ablation,flow-statistic-2,rez: statistika medijan,104,0.725,1586.0,1.1333,0.6305,,,,,,,,,7.2380,1.3643,33.7409,62.7282,86.2628,,,,,,,,
flow-speed,flow-speed-00000001,mirna kamera,60,0.732,1602.6,1.1503,0.6240,,,,,,,,,0.0001,0.0001,0.0002,100.0000,100.0000,,,,,,,,
flow-speed,flow-speed-00083333,120 fps,120,0.767,1591.4,1.1324,0.6284,,,,,,,,,2.8159,1.5193,7.6509,65.9540,89.1849,,,,,,,,
flow-speed,flow-speed-00166667,60 fps,60,0.742,1583.3,1.1418,0.6316,,,,,,,,,11.7308,3.6372,37.0239,57.0766,80.2386,,,,,,,,
flow-speed,flow-speed-00333333,30 fps,30,0.734,1601.0,1.1677,0.6246,,,,,,,,,36.6139,8.7101,111.3039,47.7230,70.5572,,,,,,,,
fg,fg-1080p-q,"1080p, render 1280x720, FSR",104,1.237,882.6,5.4464,1.1330,,,,,,,,,,,,,,35.0791,27.7995,0.9449,26.1702,0.6832,,,
fg,fg-1080p-native,1080p native (FSR 1.0x),104,1.840,572.0,5.9750,1.7483,,,,,,,,,,,,,,36.5053,27.7269,0.9629,26.1433,0.6816,,,
fg,fg-1080p-p,"1080p, render 960x540, FSR",104,1.053,1019.2,5.2940,0.9812,,,,,,,,,,,,,,33.6369,27.5527,0.9172,26.2577,0.6887,,,
fg,fg-720p-q,"1280x720, render 854x480, FSR",104,0.621,1776.5,2.8423,0.5629,,,,,,,,,,,,,,34.0323,27.4922,0.9304,26.7711,0.7049,,,
fg-ablation,fg-default,Sve zadano,104,1.242,873.4,5.4049,1.1450,,,,,,,,,,,,,,35.0791,27.7995,0.9449,26.1702,0.6832,,,
fg-ablation,fg-game-only,samo game vektori,104,1.023,1057.9,5.2158,0.9453,,,,,,,,,,,,,,34.9088,26.7431,0.9452,26.1702,0.6832,,,
fg-ablation,fg-flow-only,samo optical flow,104,1.157,947.5,5.3954,1.0554,,,,,,,,,,,,,,33.8687,25.9180,0.9283,26.1702,0.6832,,,
fg-ablation,fg-no-vectors,bez vektora (= blend),104,1.012,1080.7,5.1723,0.9253,,,,,,,,,,,,,,26.1702,21.4172,0.6832,26.1702,0.6832,,,
fg-ablation,fg-no-masks,bez maski disokluzije,104,1.208,913.7,5.4775,1.0945,,,,,,,,,,,,,,35.0128,27.5231,0.9452,26.1702,0.6832,,,
fg-ablation,fg-no-dilate,bez dilatiranih vektora,104,1.260,877.1,5.4139,1.1402,,,,,,,,,,,,,,35.0589,27.8935,0.9451,26.1702,0.6832,,,
fg-ablation,fg-pick-nearest,piramida: najblizi umjesto pozadine,104,1.228,886.2,5.4533,1.1285,,,,,,,,,,,,,,35.0709,27.8130,0.9449,26.1702,0.6832,,,
fg-ablation,fg-color,s bojom u prioritetu scattera,104,1.307,831.1,5.5927,1.2033,,,,,,,,,,,,,,35.0798,27.7999,0.9449,26.1702,0.6832,,,
fg-ablation,fg-flow-bias-1,tezina toka uz game vektor 1,104,1.229,870.4,5.4328,1.1489,,,,,,,,,,,,,,34.9281,27.8458,0.9431,26.1702,0.6832,,,
fg-ablation,fg-flow-bias-05,tezina toka uz game vektor 0.5,104,1.274,875.8,5.4350,1.1419,,,,,,,,,,,,,,35.0791,27.7995,0.9449,26.1702,0.6832,,,
fg-ablation,fg-flow-bias-025,tezina toka uz game vektor 0.25,104,1.240,881.8,5.4243,1.1341,,,,,,,,,,,,,,35.1192,27.6588,0.9456,26.1702,0.6832,,,
fg-ablation,fg-flow-bias-01,tezina toka uz game vektor 0.1,104,1.265,865.2,5.4250,1.1558,,,,,,,,,,,,,,35.0933,27.4302,0.9457,26.1702,0.6832,,,
fg-ablation,fg-levels-1,1 razina piramide polja,104,1.191,899.4,5.4745,1.1119,,,,,,,,,,,,,,34.7880,28.2518,0.9426,26.1702,0.6832,,,
fg-ablation,fg-levels-3,3 razina piramide polja,104,1.215,882.2,5.5157,1.1336,,,,,,,,,,,,,,34.9104,27.9055,0.9438,26.1702,0.6832,,,
fg-ablation,fg-levels-5,5 razina piramide polja,104,1.223,881.9,5.5062,1.1339,,,,,,,,,,,,,,35.0238,27.7541,0.9446,26.1702,0.6832,,,
fg-ablation,fg-levels-7,7 razina piramide polja,104,1.235,875.8,5.5080,1.1419,,,,,,,,,,,,,,35.0792,27.7995,0.9449,26.1702,0.6832,,,
fg-ablation,fg-agree-0,ostrina slaganja boja 0,104,1.236,881.6,5.5116,1.1343,,,,,,,,,,,,,,34.9661,27.8478,0.9440,26.1702,0.6832,,,
fg-ablation,fg-agree-6,ostrina slaganja boja 6,104,1.230,873.8,5.5203,1.1444,,,,,,,,,,,,,,35.0552,27.9105,0.9445,26.1702,0.6832,,,
fg-ablation,fg-agree-24,ostrina slaganja boja 24,104,1.218,885.2,5.5116,1.1297,,,,,,,,,,,,,,35.0791,27.7995,0.9449,26.1702,0.6832,,,
fg-ablation,fg-agree-96,ostrina slaganja boja 96,104,1.247,873.7,5.5507,1.1446,,,,,,,,,,,,,,35.0927,27.8998,0.9452,26.1702,0.6832,,,
fg-ablation,fg-depth-0005,tolerancija dubine 0.005,104,1.250,873.0,5.4522,1.1455,,,,,,,,,,,,,,35.0674,27.7978,0.9449,26.1702,0.6832,,,
fg-ablation,fg-depth-002,tolerancija dubine 0.02,104,1.282,891.2,5.5233,1.1221,,,,,,,,,,,,,,35.0791,27.7995,0.9449,26.1702,0.6832,,,
fg-ablation,fg-depth-008,tolerancija dubine 0.08,104,1.427,824.1,5.4815,1.2135,,,,,,,,,,,,,,35.0902,27.7861,0.9450,26.1702,0.6832,,,
fg-ablation,fg-no-inpaint,bez inpaintinga slike (prolazi 8-9),104,1.324,869.8,5.4106,1.1497,,,,,,,,,,,,,,35.0689,27.8065,0.9449,26.1702,0.6832,,,
fg-ablation,fg-no-bounds,bez odbacivanja uzoraka izvan ekrana,104,1.234,877.6,5.4096,1.1395,,,,,,,,,,,,,,35.0472,27.9023,0.9446,26.1702,0.6832,,,
fg-ablation,fg-m7,kao M7: bez inpaintinga i provjere granica,104,1.194,912.3,5.3960,1.0962,,,,,,,,,,,,,,35.0335,27.8006,0.9445,26.1702,0.6832,,,
fg-ablation,fg-coverage-01,prag pokrivenosti inpaintinga 0.1,104,1.226,880.7,5.4341,1.1355,,,,,,,,,,,,,,35.0753,27.7830,0.9450,26.1702,0.6832,,,
fg-ablation,fg-coverage-03,prag pokrivenosti inpaintinga 0.3,104,1.223,879.1,5.4470,1.1375,,,,,,,,,,,,,,35.0791,27.7995,0.9449,26.1702,0.6832,,,
fg-ablation,fg-coverage-06,prag pokrivenosti inpaintinga 0.6,104,1.233,881.4,5.4221,1.1345,,,,,,,,,,,,,,35.0727,27.8479,0.9449,26.1702,0.6832,,,
fg-ablation,fg-proc-default,proceduralna scena: Sve zadano,104,1.053,1096.5,3.7477,0.9120,,,,,,,,,,,,,,34.0596,33.7353,0.9707,31.6057,0.9475,,,
fg-ablation,fg-proc-game-only,proceduralna scena: samo game vektori,104,0.816,1416.9,3.4577,0.7058,,,,,,,,,,,,,,33.6782,33.3456,0.9683,31.6057,0.9475,,,
fg-ablation,fg-proc-flow-only,proceduralna scena: samo optical flow,104,1.013,1159.7,3.7236,0.8623,,,,,,,,,,,,,,33.4971,32.8820,0.9668,31.6057,0.9475,,,
fg-ablation,fg-proc-no-vectors,proceduralna scena: bez vektora (= blend),104,0.905,1453.7,3.4111,0.6879,,,,,,,,,,,,,,31.6057,31.1315,0.9475,31.6057,0.9475,,,
fg-ablation,fg-proc-no-masks,proceduralna scena: bez maski disokluzije,104,0.971,1142.1,3.7477,0.8756,,,,,,,,,,,,,,34.1006,33.7505,0.9710,31.6057,0.9475,,,
fg-ablation,fg-proc-pick-nearest,proceduralna scena: piramida: najblizi umjesto pozadine,104,1.021,1087.7,3.7560,0.9194,,,,,,,,,,,,,,34.0607,33.7366,0.9707,31.6057,0.9475,,,
fg-ablation,fg-proc-color,proceduralna scena: s bojom u prioritetu scattera,104,1.066,1068.4,3.8362,0.9360,,,,,,,,,,,,,,34.0596,33.7353,0.9707,31.6057,0.9475,,,
fg-ablation,fg-proc-no-inpaint,proceduralna scena: bez inpaintinga slike (prolazi 8-9),104,0.970,1140.2,3.7542,0.8770,,,,,,,,,,,,,,34.0688,33.7303,0.9708,31.6057,0.9475,,,
fg-ablation,fg-proc-no-bounds,proceduralna scena: bez odbacivanja uzoraka izvan ekrana,104,1.034,1087.3,3.7743,0.9197,,,,,,,,,,,,,,34.0586,33.7327,0.9707,31.6057,0.9475,,,
fg-ablation,fg-proc-m7,proceduralna scena: kao M7: bez inpaintinga i provjere granica,104,1.077,1184.3,3.7984,0.8444,,,,,,,,,,,,,,34.0677,33.7276,0.9708,31.6057,0.9475,,,
fg-ablation,fg-proc-flow-bias-1,proceduralna scena: tezina toka uz game vektor 1,104,0.991,1142.3,3.8151,0.8754,,,,,,,,,,,,,,34.0765,33.7261,0.9710,31.6057,0.9475,,,
fg-ablation,fg-proc-flow-bias-05,proceduralna scena: tezina toka uz game vektor 0.5,104,1.032,1126.5,3.8688,0.8877,,,,,,,,,,,,,,34.0596,33.7353,0.9707,31.6057,0.9475,,,
fg-ablation,fg-proc-flow-bias-025,proceduralna scena: tezina toka uz game vektor 0.25,104,1.060,1080.7,3.7805,0.9253,,,,,,,,,,,,,,34.0223,33.7066,0.9704,31.6057,0.9475,,,
fg-ablation,fg-proc-flow-bias-01,proceduralna scena: tezina toka uz game vektor 0.1,104,1.070,1086.2,3.7810,0.9207,,,,,,,,,,,,,,33.9591,33.6283,0.9699,31.6057,0.9475,,,
fg-speed,fg-speed-00000001,mirna kamera,60,1.278,885.2,5.2449,1.1297,,,,,,,,,,,,,,39.6706,39.5618,0.9801,39.6751,0.9801,,,
fg-speed,fg-speed-00083333,120 fps,120,1.293,885.2,5.4700,1.1297,,,,,,,,,,,,,,35.9738,31.2121,0.9553,27.2214,0.7522,,,
fg-speed,fg-speed-00166667,60 fps,60,1.255,886.7,5.4587,1.1278,,,,,,,,,,,,,,34.7242,27.7781,0.9481,25.6085,0.6980,,,
fg-speed,fg-speed-00333333,30 fps,30,1.316,882.8,5.4941,1.1328,,,,,,,,,,,,,,32.9467,24.1077,0.9326,24.1070,0.6529,,,
fg-speed,fg-speed-00333333-m7,"30 fps, kao M7",30,1.214,912.9,5.5056,1.0954,,,,,,,,,,,,,,32.8956,23.9637,0.9316,24.1070,0.6529,,,
fg-speed,fg-speed-005,20 fps,20,1.379,883.4,5.5754,1.1320,,,,,,,,,,,,,,31.0328,20.2452,0.9142,23.1169,0.6260,,,
fg-speed,fg-speed-005-m7,"20 fps, kao M7",20,1.440,929.4,5.4874,1.0759,,,,,,,,,,,,,,31.1730,20.3424,0.9132,23.1169,0.6260,,,
fg-hud,fg-hud-composite,HUD nakon generiranja (kompozicija),104,1.236,867.1,6.9248,1.1533,,,,,,,,,,,,,,35.1116,27.8107,0.9455,26.2548,0.6908,52.4920,0.9981,40.1533
fg-hud,fg-hud-baked,HUD upečen prije generiranja,104,1.286,833.3,6.8838,1.2000,,,,,,,,,,,,,,31.5578,26.0169,0.9402,26.2548,0.6908,20.7249,0.8739,40.1533
fg-hud,fg-hud-baked-20fps,"HUD upečen, 20 fps",20,1.306,880.1,7.1714,1.1363,,,,,,,,,,,,,,27.5543,18.9324,0.9020,23.1995,0.6333,16.9678,0.6960,36.7430
fg-hud,fg-hud-composite-20fps,"HUD nakon generiranja, 20 fps",20,1.326,892.9,7.1980,1.1200,,,,,,,,,,,,,,31.0782,20.2488,0.9160,23.1995,0.6333,48.3407,0.9883,36.7431
fg-ml,fg-ml-1080p-q-heur,1080p Quality: heuristika,104,1.246,879.2,5.4205,1.1373,,,,,,,,,,,,,,35.0791,27.7995,0.9449,26.1702,0.6832,,,
fg-ml,fg-ml-1080p-q-net,1080p Quality: naucena mjesavina,104,1.935,543.6,6.0941,1.8394,,,,,,,,,,,,,,35.1618,27.6642,0.9464,26.1702,0.6832,,,
fg-ml,fg-ml-1080p-native-heur,1080p native: heuristika,104,1.884,576.6,5.9661,1.7344,,,,,,,,,,,,,,36.5053,27.7269,0.9629,26.1433,0.6816,,,
fg-ml,fg-ml-1080p-native-net,1080p native: naucena mjesavina,104,2.574,403.0,6.7337,2.4816,,,,,,,,,,,,,,36.6903,27.0983,0.9651,26.1433,0.6816,,,
fg-ml,fg-ml-1080p-p-heur,1080p Performance: heuristika,104,1.074,1014.7,5.2701,0.9855,,,,,,,,,,,,,,33.6369,27.5527,0.9172,26.2577,0.6887,,,
fg-ml,fg-ml-1080p-p-net,1080p Performance: naucena mjesavina,104,1.801,599.1,5.8949,1.6691,,,,,,,,,,,,,,33.6534,27.3888,0.9180,26.2577,0.6887,,,
fg-ml,fg-ml-720p-q-heur,720p Quality: heuristika,104,0.624,1776.2,2.8444,0.5630,,,,,,,,,,,,,,34.0323,27.4922,0.9304,26.7711,0.7049,,,
fg-ml,fg-ml-720p-q-net,720p Quality: naucena mjesavina,104,0.937,1203.7,3.1723,0.8308,,,,,,,,,,,,,,34.0592,27.7298,0.9317,26.7711,0.7049,,,
fg-ml,fg-ml-proc-heur,proceduralna scena: heuristika,104,1.123,1089.5,3.7910,0.9179,,,,,,,,,,,,,,34.0596,33.7353,0.9707,31.6057,0.9475,,,
fg-ml,fg-ml-proc-net,proceduralna scena: naucena mjesavina,104,1.830,602.6,4.5220,1.6594,,,,,,,,,,,,,,34.2624,33.8710,0.9722,31.6057,0.9475,,,
fg-ml,fg-ml-speed-120-heur,"Quality, 120 fps: heuristika",120,1.339,902.4,5.6000,1.1082,,,,,,,,,,,,,,35.9738,31.2121,0.9553,27.2214,0.7522,,,
fg-ml,fg-ml-speed-120-net,"Quality, 120 fps: naucena mjesavina",120,1.973,546.2,6.1615,1.8310,,,,,,,,,,,,,,36.0660,30.3108,0.9568,27.2214,0.7522,,,
fg-ml,fg-ml-speed-30-heur,"Quality, 30 fps: heuristika",30,1.323,898.7,5.6351,1.1127,,,,,,,,,,,,,,32.9467,24.1077,0.9326,24.1070,0.6529,,,
fg-ml,fg-ml-speed-30-net,"Quality, 30 fps: naucena mjesavina",30,2.067,535.2,6.3331,1.8683,,,,,,,,,,,,,,32.9251,23.7404,0.9354,24.1070,0.6529,,,
fg-ml,fg-ml-speed-20-heur,"Quality, 20 fps: heuristika",20,1.220,897.8,5.7557,1.1138,,,,,,,,,,,,,,31.0328,20.2452,0.9142,23.1169,0.6260,,,
fg-ml,fg-ml-speed-20-net,"Quality, 20 fps: naucena mjesavina",20,1.988,539.8,6.3580,1.8527,,,,,,,,,,,,,,31.1806,20.7136,0.9200,23.1169,0.6260,,,
fg-ml-models,fg-ml-blend-c12-c24-sponza,"blend-c12-c24, Sponza Quality",104,2.355,463.8,6.5796,2.1563,,,,,,,,,,,,,,35.2410,28.9772,0.9468,26.1702,0.6832,,,
fg-ml-models,fg-ml-blend-c12-c24-proc,"blend-c12-c24, proceduralna scena",104,2.218,515.0,4.8824,1.9417,,,,,,,,,,,,,,34.3548,33.9053,0.9729,31.6057,0.9475,,,
fg-ml-models,fg-ml-blend-c4-c8-sponza,"blend-c4-c8, Sponza Quality",104,1.738,636.3,5.9669,1.5717,,,,,,,,,,,,,,34.9907,25.4103,0.9464,26.1702,0.6832,,,
fg-ml-models,fg-ml-blend-c4-c8-proc,"blend-c4-c8, proceduralna scena",104,1.491,757.3,4.2809,1.3205,,,,,,,,,,,,,,34.1466,33.7005,0.9715,31.6057,0.9475,,,
fg-ml-models,fg-ml-blend-c8-c16-s2-sponza,"blend-c8-c16-s2, Sponza Quality",104,1.970,543.6,6.2610,1.8396,,,,,,,,,,,,,,35.2603,26.0829,0.9473,26.1702,0.6832,,,
fg-ml-models,fg-ml-blend-c8-c16-s2-proc,"blend-c8-c16-s2, proceduralna scena",104,1.811,600.6,4.5131,1.6649,,,,,,,,,,,,,,34.2733,33.8462,0.9724,31.6057,0.9475,,,
fg-ml-models,fg-ml-blend-c8-c16-s3-sponza,"blend-c8-c16-s3, Sponza Quality",104,2.041,541.9,6.2701,1.8453,,,,,,,,,,,,,,35.2057,26.2766,0.9473,26.1702,0.6832,,,
fg-ml-models,fg-ml-blend-c8-c16-s3-proc,"blend-c8-c16-s3, proceduralna scena",104,1.794,598.9,4.5031,1.6698,,,,,,,,,,,,,,34.3664,33.9321,0.9729,31.6057,0.9475,,,
fg-ml-models,fg-ml-blend-c8-c16-sponza-sponza,"blend-c8-c16-sponza, Sponza Quality",104,2.031,538.1,6.2364,1.8583,,,,,,,,,,,,,,35.0997,25.7357,0.9462,26.1702,0.6832,,,
fg-ml-models,fg-ml-blend-c8-c16-sponza-proc,"blend-c8-c16-sponza, proceduralna scena",104,1.892,593.9,4.5247,1.6838,,,,,,,,,,,,,,34.0454,33.5475,0.9707,31.6057,0.9475,,,
fg-ml-models,fg-ml-blend-c8-c16-sponza,"blend-c8-c16, Sponza Quality",104,1.955,540.0,6.1148,1.8519,,,,,,,,,,,,,,35.1618,27.6642,0.9464,26.1702,0.6832,,,
fg-ml-models,fg-ml-blend-c8-c16-proc,"blend-c8-c16, proceduralna scena",104,1.858,604.1,4.5254,1.6553,,,,,,,,,,,,,,34.2624,33.8710,0.9722,31.6057,0.9475,,,
