frame,time_s,cpu_ms,gpu_ms,psnr_reproj,ssim_reproj,psnr_direct,ssim_direct,coverage
90,1.516697,2.601300,0.094600,30.591357,0.972572,25.768828,0.892389,0.997706
91,1.533364,2.443800,0.093640,30.651379,0.972736,25.767853,0.892497,0.997703
92,1.550031,2.366000,0.093720,30.681202,0.972828,25.745670,0.892212,0.997700
93,1.566698,2.441800,0.094680,30.690955,0.972844,25.770418,0.892762,0.997701
94,1.583365,2.449800,0.289160,30.775220,0.973019,25.752135,0.892349,0.997698
95,1.600032,2.316400,0.093920,30.748803,0.973148,25.758613,0.892601,0.997695
96,1.616699,2.349200,0.303120,30.733126,0.973349,25.755586,0.893318,0.997693
97,1.633366,2.611900,0.095720,30.753572,0.973278,25.771790,0.893131,0.997693
98,1.650033,2.623200,0.092280,31.028293,0.974696,25.779915,0.893556,0.997690
99,1.666700,2.644600,0.093840,31.040061,0.974877,25.768462,0.893717,0.997688
100,1.683367,2.735200,0.092880,30.981290,0.974864,25.788819,0.894228,0.997687
101,1.700034,2.280700,0.092880,30.973929,0.974913,25.784702,0.894236,0.997686
102,1.716701,2.601800,0.091840,31.088721,0.975115,25.974772,0.895014,0.997684
103,1.733368,2.489000,0.093160,31.031680,0.975157,25.997252,0.895713,0.997681
104,1.750035,2.697700,0.120160,31.459873,0.976619,26.018117,0.896298,0.997682
105,1.766702,2.645500,0.092760,31.599682,0.976441,25.944693,0.895764,0.997678
106,1.783369,2.351100,0.094720,31.613659,0.976297,25.940484,0.894995,0.997675
107,1.800036,2.381500,0.092920,31.604587,0.976364,25.955652,0.895438,0.997674
108,1.816703,2.343500,0.092640,31.521474,0.976225,25.928681,0.895292,0.997674
109,1.833370,2.501900,0.096440,31.652902,0.976613,25.885395,0.894125,0.997672
110,1.850037,2.767300,0.094040,31.955844,0.976957,25.916850,0.894493,0.997669
111,1.866704,2.604800,0.094400,31.789157,0.976545,25.886501,0.893941,0.997671
112,1.883371,2.514100,0.093560,30.982838,0.975459,25.673587,0.892447,0.997669
113,1.900038,2.371600,0.095760,30.601362,0.974374,25.557131,0.891194,0.997667
114,1.916705,2.430500,0.102960,30.606164,0.973719,25.583493,0.890925,0.997664
115,1.933372,2.294600,0.094280,30.719855,0.973652,25.599314,0.890484,0.997663
116,1.950039,2.912400,0.094520,30.833708,0.973951,25.625361,0.891065,0.997662
117,1.966706,2.432700,0.094920,30.766118,0.973897,25.582475,0.890663,0.997659
118,1.983373,2.458000,0.093400,30.679656,0.973970,25.574234,0.890628,0.997658
119,2.000040,2.354000,0.094200,30.635650,0.973900,25.577157,0.890831,0.997657
