frame,time_s,cpu_ms,gpu_ms,psnr_reproj,ssim_reproj,psnr_direct,ssim_direct,coverage
90,1.516697,1.526500,0.028280,27.902749,0.927311,24.838680,0.860814,0.997714
91,1.533364,2.313900,0.028320,27.953732,0.928011,24.794737,0.859733,0.997716
92,1.550031,1.358800,0.028920,27.937673,0.927579,24.821802,0.860395,0.997714
93,1.566698,1.346800,0.028720,27.942690,0.927721,24.808625,0.860376,0.997708
94,1.583365,1.547000,0.028360,27.936336,0.927673,24.769790,0.859222,0.997704
95,1.600032,1.377700,0.028280,27.950171,0.928170,24.813442,0.861161,0.997703
96,1.616699,1.564000,0.028520,27.951866,0.928141,24.810203,0.861168,0.997701
97,1.633366,1.112200,0.028040,27.980403,0.928302,24.848430,0.861362,0.997701
98,1.650033,1.345300,0.028440,28.104137,0.929705,24.829303,0.860804,0.997699
99,1.666700,1.448600,0.028520,28.133072,0.930176,24.845891,0.861436,0.997697
100,1.683367,1.609300,0.028400,28.056962,0.929164,24.779673,0.859676,0.997695
101,1.700034,1.064700,0.028520,28.076437,0.929463,24.830332,0.861678,0.997689
102,1.716701,1.167000,0.028360,28.121195,0.930175,24.956707,0.862402,0.997689
103,1.733368,1.584900,0.027840,28.137831,0.930251,24.997210,0.862505,0.997687
104,1.750035,1.334300,0.028160,28.353952,0.932511,25.012187,0.863413,0.997687
105,1.766702,1.205600,0.028000,28.426971,0.932524,24.953666,0.862752,0.997683
106,1.783369,1.503800,0.030200,28.462804,0.932778,24.976079,0.862389,0.997683
107,1.800036,1.963500,0.027920,28.476041,0.933175,24.953873,0.862242,0.997679
108,1.816703,1.141400,0.028480,28.461877,0.932972,24.948603,0.861883,0.997677
109,1.833370,1.312200,0.028600,28.484756,0.933134,24.914636,0.861451,0.997677
110,1.850037,1.323800,0.028240,28.667829,0.934277,24.906472,0.860757,0.997676
111,1.866704,1.492300,0.027960,28.560694,0.933855,24.884836,0.860685,0.997677
112,1.883371,1.207000,0.028440,28.201306,0.932764,24.757713,0.859554,0.997676
113,1.900038,1.545300,0.028480,27.997571,0.931607,24.662447,0.858611,0.997672
114,1.916705,1.573900,0.028480,28.013975,0.931304,24.651986,0.857492,0.997670
115,1.933372,1.080800,0.028480,28.050249,0.931249,24.695459,0.857644,0.997664
116,1.950039,1.791700,0.031080,28.069726,0.930796,24.708374,0.858234,0.997662
117,1.966706,1.380900,0.028640,28.128258,0.931363,24.663648,0.856928,0.997664
118,1.983373,1.388400,0.028400,28.063174,0.931415,24.689604,0.858214,0.997662
119,2.000040,1.441400,0.028240,28.032867,0.931243,24.643901,0.857142,0.997662
